country,year,population,eci_trade,outlook_eci_trade,fitness_trade,outlook_fitness_trade,exports,eci_publications,outlook_eci_publications,fitness_publications,outlook_fitness_publications,documents,citations,eci_patents,outlook_eci_patents,fitness_patents,outlook_fitness_patents,patents,eci_services,outlook_eci_services,fitness_services,outlook_fitness_services,service_exports,eci_similarity_trade,eci_similarity_publications,eci_similarity_patents,gdp_start,gdp_end,growth,hum_cap,eci_similarity_services,entropy_trade,entropy_publications,entropy_patents,entropy_services,hhi_trade,hhi_publications,hhi_patents,hhi_services,nat_res,eci_similarity_wo_trade,eci_similarity_wo_publications,eci_similarity_wo_patents,fitness_similarity_trade,fitness_similarity_publications,fitness_similarity_patents,fitness_similarity_wo_trade,fitness_similarity_wo_publications,fitness_similarity_wo_patents,eci_innovation,eci_similarity_innovation,eci_similarity_wo_innovation
CHL,1999,15162801,0.604599550719569,-11.089674995566,0.788284162441156,130.663360378625,0.544125224260786,0.530038875162628,-3.30751820105601,0.735723560591083,42.5961983318344,0.697151062744002,110084.75,0.491903571758628,-1.07520770289012,0.961071224491897,29.3045640483161,0.361322336791538,0.545125094377042,0.207861293129412,0.624135264418039,5.39150980013957,0.631842595741773,0.63319624408362,0.501865770038217,0.241369962864468,15022.9155239729,20298.2509246428,3.00957984036551,9.88,0.405657637229918,0.896955693047594,0.986140978586261,0.752802134153251,0.752802134153251,0.0792542496193022,0.00992657724461405,0.234820579961788,0.234820579961788,7.79354276627902,0.63850886193918,0.509607898690804,0.311208116329036,0.786884234858971,0.72457028708622,0.927170091939216,0.787516560833345,0.725779992017421,0.917588577851792,0.429187270644178,0.41037754184551,0.482726882576505
CHN,1999,1252735000,0.631225816996281,42.5446300222105,0.961237288624162,268.366901212163,0.284053756574594,0.535948439303503,-4.88136659248373,0.735801017499027,32.0226858477295,0.560549156349575,618704,0.836707030932876,10.2718827279537,0.990365148705178,132.794861699079,0.176906699078046,0.511128749808441,-0.151880939835621,0.256224099516626,3.93085897932816,0.299596754664287,0.703036327497863,0.559314540526981,0.86778522893284,3206.73002570818,8069.35463837756,9.22821774271618,7.01,0.575113070152305,0.997988252536392,0.984506316623525,0.902363893711207,0.902363893711207,0.0014197315854321,0.0109014550856511,0.094191996714879,0.094191996714879,4.91732128925565,0.765848080625706,0.524034211663108,0.895365762876822,0.949106698105273,0.720377957804625,0.973426959498959,0.958648135790485,0.712788646288479,0.968265796820973,0.453037357223338,0.519902969505822,0.521923346114467
COL,1999,38999468,0.624603815472723,-9.81076864658258,0.781347776312622,143.703786495708,0.362303443299066,0.420317945669041,-5.2487999953789,0.660512771858128,27.5509484656476,0.473651037360321,31829.75,0.121239964445081,-1.14079681805301,0.0285859481299742,15.8986900576403,0.191841053172145,0.356636271359062,0.379495215132589,0.367266350754519,4.22120153980159,0.502152659677608,0.550614483642407,0.484400693964718,0.369287238339069,8927.73006708038,11395.5621370337,2.44061822623901,6.764,0.333439129084795,0.888489216844362,0.976545685612004,0.518179000095814,0.518179000095814,0.0844850602497253,0.0168095307531549,0.465986863641524,0.465986863641524,6.13773414042904,0.556907720106878,0.484866358376355,0.318037162599949,0.734954872778784,0.657056623023799,0.928321934821015,0.747830999289985,0.6539859523143,0.918813949223316,0.362429577019695,0.292109514690482,0.304535896960761
CRI,1999,3885428,0.565462265434695,-9.91033672806709,0.780242357106147,145.582292458874,0.575775242203845,0.364812632630531,-6.4936072114438,0.573131986746161,16.1905463230243,0.584241443851562,15351.75,0.390953888696523,-0.682429145606031,0.044756794694829,11.2593711367524,0.360070651521573,0.25370726021318,1.4615668824594,0.458522619832087,4.90870329327298,0.544514465924105,0.548501470400824,0.376673000347194,0.265653756859591,12394.5479947733,16174.2768649458,2.66165434345571,7.802,0.141223847932141,0.929444177753219,0.942048435496434,0.195962689613069,0.195962689613069,0.0525947561913107,0.0419146979279192,0.796692942181548,0.796692942181548,6.84687329863782,0.556907720106878,0.374338073699441,0.222963498020383,0.748764870451328,0.542752211705919,0.146133171990292,0.747830999289985,0.538611776802182,0.0866937597022063,0.33897832361251,0.292644594999241,0.304535896960761
CYP,1999,926049,0.651546848588404,-9.16266422798052,0.810264057744519,155.712000202416,0.605289862286194,0.594169644750367,-4.2983044045128,0.585338944885136,16.4220400285334,0.668127410015842,13135,0.687357990413133,-0.983208730817077,0.964923514373555,19.0226430743294,0.567002480021298,0.277477005299058,0.49709566127902,0.275297424171647,4.34424060333876,0.811975406836469,0.563451755650081,0.487525065775795,0.414976803303201,31488.6228633661,38618.0093651325,2.04092429877239,10.69,0.31276162018619,0.895694273894132,0.937651846908555,0.597032112423114,0.597032112423114,0.080939826675086,0.0448518141649559,0.385509992871538,0.385509992871538,6.84625408567222,0.550838337727528,0.426389760713177,0.458137870306339,0.77765448894074,0.626190510276971,0.93809319348306,0.757695701921091,0.600098544704993,0.929208961266568,0.420759372789201,0.285922364128055,0.297540515385581
CZE,1999,10283860,0.830009955892326,-36.1358099615304,0.95799032357987,323.58929356507,0.665314117893101,0.551134211348685,-1.05929193855384,0.754880757963919,45.8624685490157,0.854996087531877,200359.5,0.870349629555824,1.33937457267978,0.988636006907483,115.471114991205,0.589182301677659,0.289994064610408,0.242842909483234,0.143078210533347,4.04267433101613,0.686350962758092,0.90234533942167,0.518983126238913,0.868066902167966,23948.3850340351,32782.6123492193,3.1399737267299,11.328,0.256057463571496,0.996350763152065,0.989690290325226,0.906321552160964,0.906321552160964,0.00265937416705117,0.00732762448894577,0.0894672388711617,0.0894672388711617,7.61960651622921,0.865643172264179,0.603443405079681,0.857392797962051,0.997115533431223,0.719374415656897,0.972371986082114,0.969994094722084,0.75959794995113,0.965675958428291,0.608520801580411,0.641394798946799,0.694630249787946
DEU,1999,82100243,0.969927940225822,-118.314362634498,1,288.228399186771,0.797319265114773,0.693475014067799,-3.08053616109746,0.822530597534363,56.3342482737091,0.918253485139778,5104518,0.959674201359978,-15.8423289759547,1,147.231698036871,0.911198813554367,0.84183959306805,-0.691977875116144,0.753007682166143,4.3100958586263,0.905131311617804,0.871584853847552,0.667124629254436,0.969260517528793,41769.8120329084,45044.4863870437,0.754767093704813,12.576,0.838253054761977,0.986055955892033,0.994791380808636,0.997371571589855,0.997371571589855,0.0103430536653607,0.00366808147666612,0.00250261144060825,0.00250261144060825,7.77573800651462,0.844936125548578,0.643352937494309,0.953610806941729,0.992197407133827,0.78947755183125,0.980146366707438,0.987797452625216,0.771649606272797,0.973015740125894,1,1,1
DNK,1999,5321799,0.831132611976333,-14.0509492422662,0.893038724371946,256.501922381714,0.846241255922919,0.667275156396448,3.73457362890739,0.810490579969006,64.2754206327731,0.969069787894878,837372.75,0.960749439401185,-12.6180411436498,0.997199773905895,158.906127222596,0.936853974698708,0.539842282666417,-0.00377455012970332,0.429307689880078,5.12349397694775,0.941419370102064,0.811724010172336,0.761040669567439,0.950686765810485,47298.5373518437,50114.0500523227,0.578220367151827,11.388,0.422172982706104,0.996240949859479,0.990730346791519,0.931286282364492,0.931286282364492,0.0026770250100421,0.00676040621268353,0.0655187952390838,0.0655187952390838,8.67180649686688,0.75423185524652,0.713796533606513,0.944677704328961,0.909824338531406,0.826815025682487,0.978586114911298,0.905697610864006,0.812230996609111,0.972286769404832,0.566205561431113,0.605374299758809,0.600048608209859
ECU,1999,12442109,0.435373526414572,-14.3087042101794,0.686935144015994,68.9671599321421,0.40578707944808,0.343505165264921,-4.47962474159793,0.483878225672148,8.60247310676079,0.372918143830856,8031.5,0.277229296600456,-1.21836366482863,0.159404881003558,10.4354968319585,0.213890867112491,NaN,NaN,NaN,NaN,NaN,0.438746095505721,0.328415091540855,0.265653756859591,8243.41104756172,10148.8659478336,2.07947749622691,7.712,NaN,0.811606425407549,0.906073453248413,0.288163971693575,0.288163971693575,0.145638893453199,0.068442983829551,0.697889046171139,0.697889046171139,6.69076696529746,0.443943707386254,0.324989915202369,0.245339944601964,0.599664776345694,0.490856863183109,0.157819555872531,0.596105739166573,0.465979340062207,0.099126149980625,0.269187870711202,0.271700072952601,0.264297684265081
EGY,1999,67515591,0.522087361814662,-9.96587852536539,0.79385563668962,157.91446003509,0.18545681048795,0.469555215964462,-4.40640752174678,0.717168079790933,32.1956060048497,0.598986808951292,100131.25,0.362109933939968,-1.72023590590186,0.159404886710773,15.8155364546599,0.0860620195333355,NaN,NaN,NaN,NaN,NaN,0.532147871625372,0.512151051912512,0.19346748297167,7422.83529863806,10031.0329555174,3.01122483351972,5.842,NaN,0.842283900811266,0.991043443816378,0.38627478138983,0.38627478138983,0.126013733677238,0.00625391323655896,0.603782756035278,0.603782756035278,5.17815981595955,0.49514062398279,0.513338140887822,0.185873617160412,0.782938789737707,0.71741913505859,0.156208424650592,0.736582617697269,0.714913391400503,0.0974121713587755,0.30627769199537,0.386509780722226,0.333937558858708
ESP,1999,40386875,0.760609166003279,-4.61265784490572,0.939900710688896,297.079980599469,0.674572337222514,0.639570202102922,-0.330993136392115,0.789452648561677,57.0068966013363,0.874936334732829,1450708.25,0.942524778331013,-7.31846748831947,0.99621621600721,159.228649831281,0.652360033100058,0.299707270483328,0.500317243155775,0.302989756018575,4.36305844013408,0.814804545082222,0.849843415451555,0.684953968345325,0.949640787828352,33173.117195796,37430.6785045715,1.20750824143399,8.554,0.243697749828202,0.971755171860026,0.994987175299317,0.965232350223207,0.965232350223207,0.0211078520298009,0.00356385722588221,0.0331462007142661,0.0331462007142661,7.38316598109347,0.877321825897917,0.719984287324716,0.949728843802708,0.985491007339072,0.806437499080864,0.979368945007842,0.970678911262596,0.822661086548397,0.972570834950327,0.451663970353316,0.235929013747469,0.348892145987771
EST,1999,1390244,0.68270965500149,-3.47902312195502,0.855511934959164,219.514528858995,0.651444376257513,0.510266753458506,-4.90498406698537,0.706695063870646,36.3521287919277,0.822261667157486,36080.75,0.452210591217883,-1.72091399352373,0.944042068484649,19.8376577202272,0.55124930331515,0.227433947694662,1.33788507137697,0.312677695290579,5.31858498202416,0.617763367863687,0.68330450518591,0.472619326082032,0.241369962864468,16215.5789517586,25337.175235261,4.46300250318524,11.782,0.152277300473969,0.989100784439296,0.986868329692238,0.626179308701877,0.626179308701877,0.00776346092355922,0.00922402133462898,0.357557368611487,0.357557368611487,7.91023829947915,0.710076695808482,0.472778710906205,0.322209406288181,0.809979569167355,0.702160740460035,0.9415244925986,0.828597763190074,0.699512194927418,0.932859299146639,0.504720194788633,0.566384793877744,0.589399237764642
FIN,1999,5165474,0.928102095347624,-5.85354485860328,0.86292257611829,196.057084886514,0.837550090363877,0.77337627975412,-1.89361001113592,0.831431281807847,74.8016491266448,0.967810670254206,674197.75,0.999839537928243,-20.8906978223952,0.997087900077069,147.98317202377,0.967418793543842,0.654219535130438,-0.420488057244669,0.873413466352031,4.75980894218481,0.884746463041133,0.842585893638044,0.743030480596949,0.962580700230658,37795.0577604714,44662.100140396,1.66946923393684,11.006,0.59982136690399,0.976224248385262,0.995746342826989,0.903786546864232,0.903786546864232,0.0171476739351738,0.00306683036030593,0.092667723995867,0.092667723995867,8.59530453374028,0.846279639151106,0.754237206312447,0.945129365353511,0.88016656607096,0.842630802922287,0.979416558165873,0.90709058021032,0.843273121201949,0.972361818168432,0.878795758944027,0.935793922635852,0.829535376044763
FRA,1999,60496708,0.875247660383183,-50.7505204215532,0.975948143117448,312.585980904243,0.759988675769849,0.6227372510155,1.36501150673246,0.803831338999825,54.662011443335,0.915913249605191,3847787.25,0.963400417491622,-15.1589997164345,0.998557269388368,156.448566211134,0.832654330718373,0.951077128626,-1.14482588020544,0.747264851793428,4.32081312948518,0.89830620477309,0.90531754646747,0.671389938719634,0.945930314137286,38494.9468158477,41546.4905796298,0.762860740070918,10.052,1,0.993113132242047,0.996207154654589,0.949314654348898,0.949314654348898,0.00495971338959034,0.00264487793591459,0.0484962780158104,0.0484962780158104,7.61407210915298,0.8574551427522,0.560263791410726,0.939553502940711,0.99986745323736,0.796068493297027,0.979378914404353,0.988720119043333,0.741270354685503,0.97293424752398,0.671802561735968,0.861439454367006,0.841631586028404
GBR,1999,58682466,0.906724670559778,-48.521755770279,0.969087179184783,294.649571040649,0.749700924929721,0.942996402027998,-20.9641475407252,0.947902865221203,75.4249253413014,0.962889594571625,6580043.25,0.919240712203938,0.185102719303796,0.996655896247903,152.245953877578,0.866862609019337,0.991909017018057,-2.31111624912608,0.959877885755816,3.65546305870823,0.916273587489532,0.910807262495991,0.928613902615331,0.948593373922758,37671.0698528973,41592.9278972389,0.990377283833525,11.978,0.99020248151463,0.99048495206842,0.998262336850783,0.946417922333842,0.946417922333842,0.00680574555046053,0.00125918415324924,0.0511365246485998,0.0511365246485998,7.53387261434959,0.868113798082618,0.940627753930765,0.955076912806494,1.01581764963875,0.953327266507129,0.978968688855136,0.995144849825145,0.953029364779581,0.973017059871304,0.688770274841503,0.788161445777715,0.820187548109097
GRC,1999,10761698,0.623198097547651,-2.52731345916134,0.844015302991596,209.739533917923,0.544696189202781,0.655809048889756,-2.78132053951188,0.80413552233369,58.2831563333281,0.854727282114076,293160.5,0.794671924762866,5.60768563279693,0.985486933875414,102.686854182264,0.568983231802809,0.14956959861239,0.790993579454588,0.242126550244431,4.12305526022795,0.803984696863671,0.647250124690073,0.676149918396626,0.822745909853723,28149.9657204115,35692.1006448057,2.37383257010466,9.362,0.0460667943188995,0.989146295748745,0.997667221303423,0.953645911604064,0.953645911604064,0.00773693540617683,0.00161138944832602,0.0440010040507106,0.0440010040507106,6.9344927476911,0.650082890691775,0.706633092374035,0.834925220480398,0.82910642584176,0.795677341238444,0.970482791581924,0.818788765585984,0.811280730659264,0.963666166214131,0.429483228846859,0.582412458036456,0.627715812392119
HKG,1999,6606500,0.632396740285309,17.3041355201637,0.924594156009417,224.212489890823,0.860647941810087,0.840049031557439,-3.51052006074136,0.850396338621925,75.256750353512,0.907841558937122,391678.25,0.801022794399998,1.8813914918344,0.984602865352515,86.8155369074397,0.608253109988692,0.564122175668131,0.0219817067659474,0.488118055132425,4.94188438430692,0.972550598602833,0.651935243034187,0.750225181664803,0.810624077249102,34030.7705333159,48459.9645781681,3.53472853416072,9.712,0.619737865048587,0.987972542167289,0.995571817607189,0.931047870800204,0.931047870800204,0.0086091930914767,0.00309392865723297,0.0650941915235398,0.0650941915235398,7.97725521770059,0.663001830309223,0.757601470992101,0.800528621078683,0.917651229872866,0.820535479770033,0.967590190665856,0.896005223649286,0.81899479224706,0.960588914613409,0.382177915877301,0.38741049327183,0.346937939192949
HRV,1999,4512597,0.693936860792889,-6.60527328988748,0.839937845609759,214.887482796593,0.542572156530332,0.497445169655507,-8.80961622616431,0.676327242539162,29.429591136172,0.794250826391385,43374,0.528980834580908,-1.62893161027782,0.94860082685193,23.2032586249231,0.449586707649287,0.110928957513538,1.44016375030697,0.304476253795815,4.34075099130639,0.647184845976329,0.728469570244676,0.473077782071827,0.476144928312653,17670.2248484058,24754.161477653,3.37112604273923,10.088,0.101254739103317,0.978421811520035,0.967764200844662,0.564334880450656,0.564334880450656,0.0156551851863806,0.023709373887335,0.42218572299772,0.42218572299772,6.76546224555178,0.671385890427599,0.47324908535172,0.401201982225202,0.852650726024913,0.675057131152066,0.920569583906086,0.828577352041376,0.672154925498742,0.910566722953766,0.450393926874484,0.586308678994871,0.610132708769302
HUN,1999,10237530,0.72590286790796,-5.40484227114247,0.883676691451947,255.214187399499,0.639159382472515,0.590372240100552,-5.55232633525787,0.755525157431561,44.593733153866,0.843255106454265,225031.25,0.857776319580414,2.71194390310376,0.988636165876175,117.308143243135,0.658328409747239,0.556732461071722,0.198052239766489,0.754228237931374,4.57631054152322,0.613156268039775,0.749305666355287,0.540754146163764,0.863868587885294,18534.4610696593,24168.9835948656,2.65438381668468,10.436,0.423021232441451,0.985164274691497,0.99202835668229,0.884437183274382,0.884437183274382,0.0106937847754704,0.00565769657836401,0.110452152260564,0.110452152260564,7.06649845757022,0.702839909188376,0.542684828242584,0.863772116742529,0.897157054374003,0.735866958844753,0.972829272419179,0.876942541974588,0.733533866627852,0.966162435876633,0.523672810578509,0.573591466344595,0.580473805053128
IDN,1999,208615171,0.509062478224261,8.41024645531911,0.863742321766395,188.824885173261,0.343314676310519,0.452360825519309,-4.81869424769643,0.65612164980827,27.0253837389033,0.302388770351799,34060,0.538910611469095,-2.00250805995112,0.94112711086808,22.7244009300851,0,0.0859962855636871,1.55916144316964,0.263587683285196,4.44129685443602,0.338562878219222,0.557914509400632,0.474436864886695,0.561467529689296,5497.81473510997,7906.26195495465,3.63304405619305,7.224,0.12212970014736,0.974529822547742,0.974580734786741,0.686099642652625,0.686099642652625,0.0184288693969712,0.0183066418505232,0.299761755960238,0.299761755960238,5.67996290686445,0.595128444792395,0.474497357876985,0.540886202634482,0.841208401007294,0.642817213842675,0.952146530438336,0.816128187479328,0.655410194173222,0.931715631885259,0.252649152619038,0.24532664832197,0.249752407393312
IND,1999,1038058154,0.630137415594759,19.530443841412,0.921695254022982,254.389923179042,0.0650365775989441,0.526843497120675,-2.24175239669728,0.745757002762129,40.1717110359432,0.529073571602622,649492,0.535762615573029,3.80638038197841,0.972455200329794,53.2502943869499,0.0710751375600307,0.452364670260514,0.138170991325134,0.451227619980539,4.04163117765096,0.177314136225223,0.630690267512051,0.529217234947743,0.680736213852992,2527.50834683286,3956.35901634727,4.48090187691818,5.084,0.267435921667887,0.976447566330641,0.994197491418112,0.658221718358474,0.658221718358474,0.0173750825094172,0.00404514444255205,0.332545168334102,0.332545168334102,4.07558786545526,0.684709214718079,0.53084799256592,0.704286921587678,0.932723192114237,0.729523224166502,0.962533313568171,0.922840170872695,0.727130761535649,0.955209229134826,0.415920321939287,0.486876605783524,0.629143791128104
IRL,1999,3754786,0.848038595533597,0.100469569439177,0.819892670781204,151.925724212192,0.926306983834467,0.764793076775722,-1.12874297980077,0.843542317522516,75.9458757163446,0.892618977598351,220809.75,0.862433810946267,4.38595449633526,0.989213348228008,126.177851162919,0.797341044039937,0.996036201534633,-1.51272005482338,0.859825844840882,3.50945264794636,0.904425515046855,0.723870881419588,0.720540410141142,0.948593373922758,44461.9240062537,52336.6281814791,1.63063290985962,10.268,0.880525114517852,0.947469075373041,0.995231464090249,0.916708033899033,0.916708033899033,0.0385011121268014,0.00343067781258187,0.0797802338567715,0.0797802338567715,8.28249532039859,0.737403959093494,0.727144986059032,0.943209223638698,0.832887321020218,0.835948595379793,0.978246350845357,0.833434571650852,0.834552157750686,0.971925316322945,0.626415306162173,0.760129655839493,0.782375423479716
