country,year,population,eci_trade,exports,fitness_trade,eci_publications,fitness_publications,documents,citations,eci_patents,fitness_patents,patents,eci_services,fitness_services,service_exports,gdp_start,embodied_emissions,hum_cap,eci_similarity_trade,eci_similarity_publications,eci_similarity_patents,eci_similarity_services,entropy_trade,entropy_publications,entropy_patents,entropy_services,hhi_trade,hhi_publications,hhi_patents,hhi_services,nat_res,eci_similarity_wo_trade,eci_similarity_wo_publications,eci_similarity_wo_patents,fitness_similarity_trade,fitness_similarity_publications,fitness_similarity_patents,fitness_similarity_wo_trade,fitness_similarity_wo_publications,fitness_similarity_wo_patents,eci_innovation,eci_similarity_innovation,eci_similarity_wo_innovation
COL,1999,38040991.25,0.624603815472723,0.362539703044289,0.781347776312622,0.420317945669041,0.660512771858128,0.47403179817106,31829.75,0.155384244037257,0.140348967738643,0.179787436840716,0.356636271359062,0.367266350754519,0.504171625103042,9351.4331149859,-8.56752439107826,6.635,0.536114394949418,0.48491032071775,0.329672514946235,0.337227236790639,0.888489216844362,0.976545685612004,0.326251689317747,0.888489216844362,0.0844850602497253,0.0168095307531549,0.671074831245829,0.0844850602497253,5.49151735151764,0.547548229280748,0.488808384851289,0.278999356899452,0.732603266683632,0.662417366800324,0.407820006796638,0.748356960256802,0.661355751317779,0.389007459196675,0.362429577019695,0.292109514690482,0.304535896960761
CRI,1999,3760158.5,0.565462265434695,0.576773571619608,0.780242357106147,0.364812632630531,0.573131986746161,0.585749689128758,15351.75,0.496506698584948,0.197153377616861,0.372801824760936,0.25370726021318,0.458522619832087,0.547881770259104,11848.6639899345,-8.613700090473,7.715,0.533780750379719,0.379368386912994,0.421882480626394,0.150662057153229,0.929444177753219,0.942048435496434,0.427348190872067,0.929444177753219,0.0525947561913107,0.0419146979279192,0.555820767926472,0.0525947561913107,6.66010513376799,0.547548229280748,0.382918549416986,0.356934234271222,0.746680303186645,0.556761002394338,0.578594761883769,0.748356960256802,0.556418027159141,0.561150317676351,0.33897832361251,0.292644594999241,0.304535896960761
CYP,1999,899843.75,0.651546848588404,0.605654069999939,0.810264057744519,0.594169644750367,0.585338944885136,0.669473547673846,13135,0.647574401536178,0.885121945260932,0.55231480710472,0.277477005299058,0.275297424171647,0.815257649122119,29835.0949688833,-8.01920339072187,10.51,0.550292077095901,0.4879713000425,0.411445029274971,0.304600285071854,0.895694273894132,0.937651846908555,0.501201151655904,0.895694273894132,0.080939826675086,0.0448518141649559,0.480633888795265,0.080939826675086,6.82929155941543,0.541129865965734,0.432785826269004,0.459746315344828,0.776128549571372,0.633886523427134,0.708934961233169,0.758145170362795,0.612342860086018,0.92217433743155,0.420759372789201,0.285922364128055,0.297540515385581
CZE,1999,10299401.25,0.830009955892326,0.661241422291855,0.95799032357987,0.551134211348685,0.754880757963919,0.853839193760979,200359.5,0.834786421131788,0.992405712317829,0.57547522123767,0.289994064610408,0.143078210533347,0.684545668496914,23740.4975985693,-7.65584185825743,11.25,0.924571402899977,0.518791086705827,0.836983992703998,0.305159960761134,0.996350763152065,0.989690290325226,0.909464140612474,0.996350763152065,0.00265937416705117,0.00732762448894577,0.0859262926852767,0.00265937416705117,6.71391675263696,0.874035534959922,0.602409206563157,0.835009345182395,0.999833231319728,0.720020317828246,0.967561036667912,0.968797366542345,0.757414359118555,0.953428455423363,0.608520801580411,0.641394798946799,0.694630249787946
DEU,1999,82024260,0.969927940225822,0.793367631872755,1,0.693475014067799,0.822530597534363,0.917531341851302,5104518,0.95795904757667,1,0.905121450650574,0.84183959306805,0.753007682166143,0.904176083750121,40644.9690045179,-8.02653319948576,12.54,0.890599045931878,0.66392684688011,0.97763213126321,0.850154187921368,0.986055955892033,0.994791380808636,0.998328577307233,0.986055955892033,0.0103430536653607,0.00366808147666612,0.00157513070662038,0.0103430536653607,7.17313213658246,0.852137862232318,0.64064388859046,0.958042210936398,0.994820005028422,0.784819588619654,0.972323420592604,0.98646267428295,0.768375853587522,0.957742053280446,1,1,1
DNK,1999,5293520.75,0.831132611976333,0.842836275531731,0.893038724371946,0.667275156396448,0.810490579969006,0.968944404120605,837372.75,0.967593698023497,0.998095010984893,0.948067690860656,0.539842282666417,0.429307689880078,0.941243222536618,45667.1074447709,-8.16055885472491,11.325,0.824487802504137,0.755937361326949,0.964575546734917,0.598014498837304,0.996240949859479,0.990730346791519,0.942724723286201,0.996240949859479,0.0026770250100421,0.00676040621268353,0.0543499816421105,0.0026770250100421,8.18678666006905,0.756218224181077,0.708131236480875,0.957272506369277,0.910854118785959,0.819332182645919,0.971396889613165,0.904999448184935,0.805286355666377,0.9572635134796,0.566205561431113,0.605374299758809,0.600048608209859
ECU,1999,12073796,0.435373526414572,0.40668888526822,0.686935144015994,0.343505165264921,0.483878225672148,0.373522197575989,8031.5,0.277229296600456,0.159404881003558,0.234292535031734,NaN,NaN,NaN,8583.24126568462,-8.44731726210048,7.58,0.412565213449401,0.332089615357022,0.247509490280593,NaN,0.811606425407549,0.906073453248413,0.288163971693575,0.811606425407549,0.145638893453199,0.068442983829551,0.697889046171139,0.145638893453199,6.00375964536924,0.42808894498361,0.335641344333097,0.243247671853956,0.594697115564491,0.508791953857329,0.240639802385524,0.597808202731018,0.490355733948746,0.220442009341595,0.269187870711202,0.271700072952601,0.264297684265081
EGY,1999,65552437.75,0.522087361814662,0.186662045661696,0.79385563668962,0.469555215964462,0.717168079790933,0.600208501821472,100131.25,0.268319161059451,0.287568566113319,0.0828638281912358,NaN,NaN,NaN,7032.4145335674,-8.27665018903313,5.635,0.515719582457839,0.512097632942061,0.213088724224683,NaN,0.842283900811266,0.991043443816378,0.347994793205725,0.842283900811266,0.126013733677238,0.00625391323655896,0.640660088899924,0.126013733677238,4.10907440937019,0.482229612153146,0.516085315579684,0.218354912268023,0.781515030943465,0.718212969913771,0.233604415788446,0.737195800463226,0.716771850875072,0.213348306615662,0.30627769199537,0.386509780722226,0.333937558858708
ESP,1999,40139406.25,0.760609166003279,0.671581588128503,0.939900710688896,0.639570202102922,0.789452648561677,0.874613822785118,1450708.25,0.940075078675003,0.997253731923326,0.641979213588037,0.299707270483328,0.302989756018575,0.814492083001412,31350.577104098,-8.38183148772178,8.395,0.866587464436877,0.681394434488494,0.952866344975208,0.281850515563967,0.971755171860026,0.994987175299317,0.950093641504115,0.971755171860026,0.0211078520298009,0.00356385722588221,0.0474673485956961,0.0211078520298009,6.83737638584801,0.886385694723552,0.714059313848978,0.948807319118355,0.987983926054835,0.800496379622306,0.971460290189506,0.969476872902877,0.814772966479761,0.957131051047742,0.451663970353316,0.235929013747469,0.348892145987771
EST,1999,1397882.25,0.68270965500149,0.646826487018347,0.855511934959164,0.510266753458506,0.706695063870646,0.820605614443632,36080.75,0.420148625400061,0.86743875837348,0.536323757920364,0.227433947694662,0.312677695290579,0.615179981403128,15402.703060876,-7.11384009122971,11.695,0.682659311060027,0.473367992951794,0.225310979053643,0.115670052289108,0.989100784439296,0.986868329692238,0.584775864988895,0.989100784439296,0.00776346092355922,0.00922402133462898,0.397843582200615,0.00776346092355922,7.03439553311219,0.709524205285528,0.477228009699865,0.295154080325941,0.809078687949568,0.704108995435726,0.708213974503183,0.828497445398474,0.702763807046965,0.69232634016379,0.504720194788633,0.566384793877744,0.589399237764642
FIN,1999,5145845,0.928102095347624,0.833942085775335,0.86292257611829,0.77337627975412,0.831431281807847,0.967527612456016,674197.75,0.983951949062901,0.998119137676346,0.967808414796829,0.654219535130438,0.873413466352031,0.884208139435372,35285.8090887322,-7.81332608757849,10.91,0.858572144875088,0.738292593224113,0.967905389744983,0.618890670814567,0.976224248385262,0.995746342826989,0.950506273355114,0.976224248385262,0.0171476739351738,0.00306683036030593,0.0474339722152691,0.0171476739351738,8.2629412658396,0.853558625974116,0.746874768873523,0.952184652137848,0.880622864920232,0.833951369291001,0.971807911583702,0.906381616218053,0.833520489460721,0.957479277342545,0.878795758944027,0.935793922635852,0.829535376044763
FRA,1999,60100232,0.875247660383183,0.756911732417129,0.975948143117448,0.6227372510155,0.803831338999825,0.91575603945049,3847787.25,0.957160826104365,0.998956714964012,0.825974137479363,0.951077128626,0.747264851793428,0.898238255232537,36926.9259143,-8.38975537024593,9.95,0.927853954422115,0.668105614605622,0.964594642974141,0.960989758633319,0.993113132242047,0.996207154654589,0.958722839516989,0.993113132242047,0.00495971338959034,0.00264487793591459,0.0393532185813457,0.00495971338959034,7.2765057816542,0.865376705287114,0.561041676080913,0.953976475833583,1.00263836398397,0.790911872419184,0.972037916730999,0.987378186194053,0.740744631010521,0.957944631074158,0.671802561735968,0.861439454367006,0.841631586028404
GBR,1999,58413377.75,0.906724670559778,0.746357945813918,0.969087179184783,0.942996402027998,0.947902865221203,0.962671748275098,6580043.25,0.929831226594136,0.99827297222221,0.875211881419913,0.991909017018057,0.959877885755816,0.915927625818939,36037.7877559326,-8.03280560266255,11.915,0.933916881878999,0.920110588060848,0.956119188291539,0.995101240757315,0.99048495206842,0.998262336850783,0.958560021808438,0.99048495206842,0.00680574555046053,0.00125918415324924,0.039371466527122,0.00680574555046053,7.13323598726832,0.876648218282058,0.925443218311657,0.96001549293166,1.01889698344913,0.936272756192229,0.971824965135093,0.993753098557708,0.933348465367062,0.957919313334139,0.688770274841503,0.788161445777715,0.820187548109097
GRC,1999,10688066.5,0.623198097547651,0.542033165749197,0.844015302991596,0.655809048889756,0.80413552233369,0.854417468498085,293160.5,0.811755022936397,0.991809728190375,0.561137769053228,0.14956959861239,0.242126550244431,0.803764212467923,26905.4276497945,-7.94013701504034,9.215,0.642840294500065,0.672769015845462,0.82940314713477,0.0389005654144806,0.989146295748745,0.997667221303423,0.939801782761966,0.989146295748745,0.00773693540617683,0.00161138944832602,0.0569386135209605,0.00773693540617683,6.44627981606549,0.646080840899841,0.70126841747063,0.826894982271556,0.828575393595567,0.790550314155917,0.967117169836854,0.818764508373566,0.804422048331743,0.952947932271228,0.429483228846859,0.582412458036456,0.627715812392119
HKG,1999,6518750,0.632396740285309,0.858371523813041,0.924594156009417,0.840049031557439,0.850396338621925,0.908348327205185,391678.25,0.80681503077521,0.991477822810122,0.612704722191291,0.564122175668131,0.488118055132425,0.973723885592911,34478.1140055809,-7.50830161058234,9.55,0.648014611805315,0.745341316150869,0.789538990055607,0.644525838340125,0.987972542167289,0.995571817607189,0.934185996094299,0.987972542167289,0.0086091930914767,0.00309392865723297,0.0619514648220501,0.0086091930914767,7.52153364541283,0.659742601343807,0.750097848235763,0.791815643553147,0.918832355837939,0.813527734824696,0.966335917079395,0.895382217333275,0.811438315736903,0.951595565941879,0.382177915877301,0.38741049327183,0.346937939192949
HRV,1999,4534187.25,0.693936860792889,0.538243793924503,0.839937845609759,0.497445169655507,0.676327242539162,0.792582941264506,43374,0.584126312752421,0.955310335937082,0.450644665229832,0.110928957513538,0.304476253795815,0.644776189794562,17262.3069453079,-8.22721379701733,9.98,0.732540308840987,0.473817147018892,0.554485639224291,0.102072438219821,0.978421811520035,0.967764200844662,0.529539359002553,0.978421811520035,0.0156551851863806,0.023709373887335,0.457900331365491,0.0156551851863806,5.98105918209724,0.668608733106693,0.477678644329486,0.534457328036568,0.852574961225841,0.679055991892438,0.77203364239569,0.828477192521178,0.677881205890361,0.756253958676549,0.450393926874484,0.586308678994871,0.610132708769302
HUN,1999,10276456,0.72590286790796,0.634804238945387,0.883676691451947,0.590372240100552,0.755525157431561,0.841831976942766,225031.25,0.843934229353698,0.993851165525074,0.661107905672476,0.556732461071722,0.754228237931374,0.61083195584272,17585.9685447045,-7.85838974270552,10.31,0.755552016285777,0.540120379727997,0.88755661578645,0.42375191913406,0.985164274691497,0.99202835668229,0.881846866877353,0.985164274691497,0.0106937847754704,0.00565769657836401,0.112910073432563,0.0106937847754704,6.36983306339683,0.701871313630668,0.54420043474236,0.882947540999466,0.89794189202778,0.73526506764102,0.968853663788972,0.876467350824555,0.733707965776323,0.954698844544504,0.523672810578509,0.573591466344595,0.580473805053128
IDN,1999,204266860.75,0.509062478224261,0.343036009456328,0.863742321766395,0.452360825519309,0.65612164980827,0.301873461957195,34060,0.54625284941681,0.971827031828706,0,0.0859962855636871,0.263587683285196,0.339627288403661,5936.40678981671,-8.67655106990325,7.065,0.544176656526441,0.475148654486148,0.451968929141685,0.108691204513811,0.974529822547742,0.974580734786741,0.654011492425642,0.974529822547742,0.0184288693969712,0.0183066418505232,0.33096929640723,0.0184288693969712,5.08049279500972,0.587966591786529,0.478874531632577,0.455718812079328,0.840911380190444,0.649255283307476,0.713057130267084,0.81612456082672,0.662651159919083,0.692808688817318,0.252649152619038,0.24532664832197,0.249752407393312
IND,1999,1010201754,0.630137415594759,0.0661193017653296,0.921695254022982,0.526843497120675,0.745757002762129,0.529853836628834,649492,0.49313998062117,0.98409072236748,0.0504803932749171,0.452364670260514,0.451227619980539,0.179018201651695,2345.21333094032,-7.96275377130954,4.925,0.624551331601968,0.528817548682568,0.595294976682434,0.437008201287591,0.976447566330641,0.994197491418112,0.724079318277875,0.976447566330641,0.0173750825094172,0.00404514444255205,0.266204341703584,0.0173750825094172,2.98494371220742,0.682698129772653,0.532860345773019,0.610467748703677,0.934195759053107,0.729401287449754,0.959631781808211,0.922009081966549,0.72788406911191,0.945400815739188,0.415920321939287,0.486876605783524,0.629143791128104
IRL,1999,3694790.75,0.848038595533597,0.924309377431672,0.819892670781204,0.764793076775722,0.843542317522516,0.893357439799429,220809.75,0.89090246248621,0.99456372741027,0.792841952644181,0.996036201534633,0.859825844840882,0.905891852936802,39335.427503734,-7.96538326709184,10.1,0.727461445635961,0.71625883897204,0.921430050281077,0.925780421600126,0.947469075373041,0.995231464090249,0.940032399500082,0.947469075373041,0.0385011121268014,0.00343067781258187,0.0570096641373772,0.0385011121268014,8.00488264956004,0.738422747708064,0.720919505453216,0.916067810873342,0.832429398549314,0.827774724426589,0.970437590231784,0.833296748451691,0.825588401946473,0.956295788239493,0.626415306162173,0.760129655839493,0.782375423479716
IRN,1999,63550984.75,0.518889815671892,0.327723588834217,0.694184778638282,0.43946262567096,0.677548686034772,0.486218278622321,36003.25,0.455408766729737,0.744691874385901,0.099269747403921,NaN,NaN,NaN,9640.84642898288,-7.65248915106564,6.555,0.526352356059907,0.4859069191657,0.394576399460316,NaN,0.374160722701798,0.983789663118414,0.634778155325362,0.374160722701798,0.583740717163677,0.0113886352791825,0.347758456848601,0.583740717163677,5.40093756123435,0.540227462558972,0.489808268422142,0.417290286413846,0.625424085119561,0.697964040097422,0.599485352913202,0.62824516856535,0.696660647697469,0.582311504051082,0.319303784984967,0.27688844405217,0.288139511572787
ISR,1999,5906000,0.801602490345367,0.734461729652859,0.872541228486641,0.854292581260673,0.866263421207575,0.981335505592302,886706,0.849530822865847,0.996296604982695,0.901097637895356,0.703781712676289,0.870607899046298,0.853773467778429,27693.1173102435,-7.78955898637741,10.165,0.901776531736336,0.800761846928133,0.862032486556925,0.873300586100842,0.899645586234154,0.997727906752759,0.898764841122527,0.899645586234154,0.0787613890862902,0.00159109601066793,0.0965859696310525,0.0787613890862902,7.44283696661953,0.910212239014904,0.805701063679422,0.877459144457109,0.98052684814467,0.866870196247813,0.970570840546218,0.979996441872705,0.864417959076256,0.956430168067393,0.564301964687053,0.545739948653614,0.567915511205596
ITA,1999,56893428.5,0.830443020315149,0.737175015289361,0.964649911052115,0.674091298769311,0.78917542825516,0.880847495659956,2287640,0.971137082005002,0.998837732859405,0.713945718590348,0.436754750926651,0.639357187181114,0.878597606292913,40476.4828528615,-8.35609257029997,8.925,0.849404031338412,0.65325986505319,0.963496299627804,0.400365972772022,1,0.99541925999908,0.929429715353494,1,0,0.00323528637042038,0.0675722951371342,0,7.06380741675788,0.835336798449985,0.680833392797599,0.965283154884816,0.96703811615302,0.78490174834499,0.97216911982253,1.00303228613159,0.799831621625803,0.958105288373937,0.588939808667789,0.56336097226927,0.63514882976731
JPN,1999,126211250,1,0.701175386340951,0.935663693766791,0.59062520013018,0.767708273217263,0.891952324285664,4251896.5,0.834095519522997,0.997454341226418,0.791741157390835,0.34682564444446,0.677694243265406,0.939373223063842,35754.2780667147,-8.04555480467779,12.11,0.903955408660932,0.549767085290945,0.877440040148606,0.21380490669212,0.97229233546186,0.989995508988396,0.940721927791765,0.97229233546186,0.0202772156485492,0.00707059995624951,0.056118801123625,0.0202772156485492,5.77716325233443,0.970745800122641,0.562426762098942,0.88097327321087,0.965911150621064,0.732343401759561,0.970204600501291,1.00425607320272,0.743708958940668,0.957522966891082,0.903889067689464,0.757216143710059,0.749739618278518
KAZ,1999,15228161.5,0.658000998361478,0.359808712462348,0.782451114955499,0.280783497284786,0.320682984007762,0.295980408437687,4961.75,0.612359380689023,0.74716520182045,0.283390883894368,0.424709350142448,0.410443343284011,0.427104206631673,9018.0019304668,-7.0936442628758,9.77,0.732603772574787,0.301675573508172,0.523443645562178,0.292129523033104,0.895985536990221,0.754977004199373,0.627722646620607,0.895985536990221,0.0795776840267966,0.187957904796469,0.35555022512462,0.0795776840267966,5.65590053414002,0.723763220726893,0.380422512837676,0.49918328637158,0.832615234470836,0.409666610552326,0.948316741470213,0.853200805947349,0.511126476997026,0.933991945919187,0.476338610667936,0.699273370369927,0.571936346779454
KOR,1999,46095360.25,0.722363543488993,0.689106890309588,0.870629502007575,0.603846808769374,0.741899971997663,0.801088151111036,616186,0.874547662378322,0.995539103339958,0.600629547492511,0.293811521717938,0.53023475004753,0.750739494011453,20037.4371320958,-7.63161284482608,10.33,0.747928958429797,0.61451345170965,0.905853899438147,0.172862387122192,0.969002324684352,0.986931008355667,0.928040637712528,0.969002324684352,0.0226234385838665,0.00919294681275477,0.0684416158658371,0.0226234385838665,6.48004886224342,0.585208749335786,0.598255670727224,0.930253044778007,0.925838133381209,0.755845388239884,0.970122524257439,0.894435374686269,0.749764187999149,0.956429446166475,0.443193552055672,0.231552843409335,0.240961747001203
LKA,1999,18516518.75,0.43200569855027,0.319251503930994,0.784846271900602,0.327306479769435,0.50519665778766,0.421966029896442,12686.75,0.194879884703912,0.00635567400758641,0.252715183341731,NaN,NaN,NaN,5313.8326185372,-9.07654419879413,8.63,0.471325441539032,0.334950383643722,0.267467146120727,NaN,0.964917175781697,0.920105105391141,0.204335631054206,0.964917175781697,0.0252737948463075,0.0594881772043089,0.785020609252144,0.0252737948463075,4.16813804772301,0.485997815170434,0.338354129504003,0.269855631877299,0.760200683048168,0.516232947413363,0.585513738853116,0.761749733637035,0.516165630834602,0.568224718775996,0.162710453933019,0.196182148077599,0.204153801072784
LTU,1999,3562579.75,0.653167370419324,0.541604796054449,0.836602193007963,0.38932748187863,0.589690305547308,0.70950395929071,22602.5,0.572413177759771,0.970729166019827,0.418080852521433,0.210690931874102,0.296917471730788,0.527719204381731,12538.5664980086,-7.64555514850781,11.47,0.705389582396828,0.421331597998148,0.311383490746149,0.208529441104856,0.977777625472135,0.959505882824735,0.605562812108651,0.977777625472135,0.0161677217598302,0.0288919245394022,0.377438839472758,0.0161677217598302,6.23647847791334,0.694709155646702,0.454431965769748,0.362622675218737,0.827651675597835,0.594860165230824,0.642497127805829,0.833031996233692,0.639702155228703,0.630913182680279,0.468412066026194,0.56336097226927,0.586252546380205
