period;cluster_name_1;cluster_name_2;proximity;year
1;Concurrency-Oriented;Cross-Platform Build Systems;0.3142857142857143;2020
1;Concurrency-Oriented;Data/Document DSLs;0.4375;2020
1;Concurrency-Oriented;Database Scripting;0.14583333333333334;2020
1;Concurrency-Oriented;Debugging/Testing Tools;0.75;2020
1;Concurrency-Oriented;Desktop Automation;0.75;2020
1;Concurrency-Oriented;Dynamic General Purpose;0.030303030303030304;2020
1;Concurrency-Oriented;Dynamic OOP Scripting;0.14583333333333334;2020
1;Concurrency-Oriented;Enterprise OOP;0.16216216216216217;2020
1;Concurrency-Oriented;Event Scripting;0.5;2020
1;Concurrency-Oriented;Functional JVM;0.5;2020
1;Concurrency-Oriented;Functional Lisp;0.48;2020
1;Concurrency-Oriented;Game Scripting;0.55;2020
1;Concurrency-Oriented;Graphics/Hardware Languages;0.42857142857142855;2020
1;Concurrency-Oriented;HTML-Centric Templating;0.058823529411764705;2020
1;Concurrency-Oriented;Installer & Scripting Utilities;0.75;2020
1;Concurrency-Oriented;Interactive Tools;0.48;2020
1;Concurrency-Oriented;JavaScript-Based Templating;0.11538461538461539;2020
1;Concurrency-Oriented;Logic Programming;0.85;2020
1;Concurrency-Oriented;Low-Level C-Based;0.2631578947368421;2020
1;Concurrency-Oriented;Low-Level Hardware;0.4473684210526316;2020
1;Concurrency-Oriented;Low-Level Languages;0.7;2020
1;Concurrency-Oriented;Low-Level Utilities;0.375;2020
1;Concurrency-Oriented;Modern Contract/Typed;0.1836734693877551;2020
1;Concurrency-Oriented;OOP System Programming;0.2727272727272727;2020
1;Concurrency-Oriented;Pascal-Based Systems;0.7272727272727273;2020
1;Concurrency-Oriented;Popular JVM OOP;0.13043478260869565;2020
1;Concurrency-Oriented;Pure Functional;0.5357142857142857;2020
1;Concurrency-Oriented;Scientific Tools;0.20588235294117646;2020
1;Concurrency-Oriented;Shell Scripting;0.09345794392523364;2020
1;Concurrency-Oriented;Specialized Tools;0.64;2020
1;Concurrency-Oriented;Strongly Typed Systems;0.2558139534883721;2020
1;Concurrency-Oriented;Text Parsing DSLs;0.45161290322580644;2020
1;Concurrency-Oriented;Typed Scripting;0.41935483870967744;2020
1;Concurrency-Oriented;Unix Build Tools;0.2391304347826087;2020
1;Concurrency-Oriented;Unix-Like Scripting;0.48148148148148145;2020
1;Concurrency-Oriented;Web Markup/Styling;0.04504504504504504;2020
1;Cross-Platform Build Systems;Batch/High-Level Tools;0.5714285714285714;2020
1;Cross-Platform Build Systems;Concurrency-Oriented;0.3142857142857143;2020
1;Cross-Platform Build Systems;Cross-Platform Build Systems;1.0;2020
1;Cross-Platform Build Systems;Data/Document DSLs;0.6;2020
1;Cross-Platform Build Systems;Database Scripting;0.2708333333333333;2020
1;Cross-Platform Build Systems;Debugging/Testing Tools;0.42857142857142855;2020
1;Cross-Platform Build Systems;Desktop Automation;0.37142857142857144;2020
1;Cross-Platform Build Systems;Dynamic General Purpose;0.0707070707070707;2020
1;Cross-Platform Build Systems;Dynamic OOP Scripting;0.16666666666666666;2020
1;Cross-Platform Build Systems;Enterprise OOP;0.40540540540540543;2020
1;Cross-Platform Build Systems;Event Scripting;0.2;2020
1;Cross-Platform Build Systems;Functional JVM;0.7142857142857143;2020
1;Cross-Platform Build Systems;Functional Lisp;0.6;2020
1;Cross-Platform Build Systems;Game Scripting;0.2571428571428571;2020
1;Cross-Platform Build Systems;Graphics/Hardware Languages;0.6;2020
1;Cross-Platform Build Systems;HTML-Centric Templating;0.21568627450980393;2020
1;Cross-Platform Build Systems;Installer & Scripting Utilities;0.42857142857142855;2020
1;Cross-Platform Build Systems;Interactive Tools;0.3142857142857143;2020
1;Cross-Platform Build Systems;JavaScript-Based Templating;0.23076923076923078;2020
1;Cross-Platform Build Systems;Logic Programming;0.3142857142857143;2020
1;Cross-Platform Build Systems;Low-Level C-Based;0.631578947368421;2020
1;Cross-Platform Build Systems;Low-Level Hardware;0.6842105263157895;2020
1;Cross-Platform Build Systems;Low-Level Languages;0.3142857142857143;2020
1;Cross-Platform Build Systems;Low-Level Utilities;0.8;2020
1;Cross-Platform Build Systems;Modern Contract/Typed;0.20408163265306123;2020
1;Cross-Platform Build Systems;OOP System Programming;0.5142857142857142;2020
1;Cross-Platform Build Systems;Pascal-Based Systems;0.42857142857142855;2020
1;Cross-Platform Build Systems;Popular JVM OOP;0.21739130434782608;2020
1;Cross-Platform Build Systems;Pure Functional;0.6;2020
1;Cross-Platform Build Systems;Scientific Tools;0.45714285714285713;2020
1;Cross-Platform Build Systems;Shell Scripting;0.24299065420560748;2020
1;Cross-Platform Build Systems;Specialized Tools;0.5428571428571428;2020
1;Cross-Platform Build Systems;Strongly Typed Systems;0.6046511627906976;2020
1;Cross-Platform Build Systems;Text Parsing DSLs;0.7142857142857143;2020
1;Cross-Platform Build Systems;Typed Scripting;0.2571428571428571;2020
1;Cross-Platform Build Systems;Unix Build Tools;0.6304347826086957;2020
1;Cross-Platform Build Systems;Unix-Like Scripting;0.6;2020
1;Cross-Platform Build Systems;Web Markup/Styling;0.05405405405405406;2020
1;Data/Document DSLs;Batch/High-Level Tools;0.71875;2020
1;Data/Document DSLs;Concurrency-Oriented;0.4375;2020
1;Data/Document DSLs;Cross-Platform Build Systems;0.6;2020
1;Data/Document DSLs;Data/Document DSLs;1.0;2020
1;Data/Document DSLs;Database Scripting;0.14583333333333334;2020
1;Data/Document DSLs;Debugging/Testing Tools;0.40625;2020
1;Data/Document DSLs;Desktop Automation;0.375;2020
1;Data/Document DSLs;Dynamic General Purpose;0.04040404040404041;2020
1;Data/Document DSLs;Dynamic OOP Scripting;0.16666666666666666;2020
1;Data/Document DSLs;Enterprise OOP;0.4864864864864865;2020
1;Data/Document DSLs;Event Scripting;0.21875;2020
1;Data/Document DSLs;Functional JVM;0.8125;2020
1;Data/Document DSLs;Functional Lisp;0.65625;2020
1;Data/Document DSLs;Game Scripting;0.21875;2020
1;Data/Document DSLs;Graphics/Hardware Languages;0.6857142857142857;2020
1;Data/Document DSLs;HTML-Centric Templating;0.17647058823529413;2020
1;Data/Document DSLs;Installer & Scripting Utilities;0.4375;2020
1;Data/Document DSLs;Interactive Tools;0.375;2020
1;Data/Document DSLs;JavaScript-Based Templating;0.11538461538461539;2020
1;Data/Document DSLs;Logic Programming;0.4375;2020
1;Data/Document DSLs;Low-Level C-Based;0.5;2020
1;Data/Document DSLs;Low-Level Hardware;0.7105263157894737;2020
1;Data/Document DSLs;Low-Level Languages;0.3125;2020
1;Data/Document DSLs;Low-Level Utilities;0.75;2020
1;Data/Document DSLs;Modern Contract/Typed;0.2653061224489796;2020
1;Data/Document DSLs;OOP System Programming;0.3333333333333333;2020
1;Data/Document DSLs;Pascal-Based Systems;0.5625;2020
1;Data/Document DSLs;Popular JVM OOP;0.2028985507246377;2020
1;Data/Document DSLs;Pure Functional;0.6875;2020
1;Data/Document DSLs;Scientific Tools;0.5882352941176471;2020
1;Data/Document DSLs;Shell Scripting;0.205607476635514;2020
1;Data/Document DSLs;Specialized Tools;0.71875;2020
1;Data/Document DSLs;Strongly Typed Systems;0.3953488372093023;2020
1;Data/Document DSLs;Text Parsing DSLs;0.71875;2020
1;Data/Document DSLs;Typed Scripting;0.46875;2020
1;Data/Document DSLs;Unix Build Tools;0.5652173913043478;2020
1;Data/Document DSLs;Unix-Like Scripting;0.6875;2020
1;Data/Document DSLs;Web Markup/Styling;0.06306306306306306;2020
1;Database Scripting;Batch/High-Level Tools;0.125;2020
1;Database Scripting;Concurrency-Oriented;0.14583333333333334;2020
1;Database Scripting;Cross-Platform Build Systems;0.2708333333333333;2020
1;Database Scripting;Data/Document DSLs;0.14583333333333334;2020
1;Database Scripting;Database Scripting;1.0;2020
1;Database Scripting;Debugging/Testing Tools;0.16666666666666666;2020
1;Database Scripting;Desktop Automation;0.16666666666666666;2020
1;Database Scripting;Dynamic General Purpose;0.3939393939393939;2020
1;Database Scripting;Dynamic OOP Scripting;0.6458333333333334;2020
1;Database Scripting;Enterprise OOP;0.22916666666666666;2020
1;Database Scripting;Event Scripting;0.0625;2020
1;Database Scripting;Functional JVM;0.1875;2020
1;Database Scripting;Functional Lisp;0.0625;2020
1;Database Scripting;Game Scripting;0.125;2020
1;Database Scripting;Graphics/Hardware Languages;0.20833333333333334;2020
1;Database Scripting;HTML-Centric Templating;0.5490196078431373;2020
1;Database Scripting;Installer & Scripting Utilities;0.14583333333333334;2020
1;Database Scripting;Interactive Tools;0.14583333333333334;2020
1;Database Scripting;JavaScript-Based Templating;0.6730769230769231;2020
1;Database Scripting;Logic Programming;0.14583333333333334;2020
1;Database Scripting;Low-Level C-Based;0.1875;2020
1;Database Scripting;Low-Level Hardware;0.1875;2020
1;Database Scripting;Low-Level Languages;0.16666666666666666;2020
1;Database Scripting;Low-Level Utilities;0.1875;2020
1;Database Scripting;Modern Contract/Typed;0.46938775510204084;2020
1;Database Scripting;OOP System Programming;0.25;2020
1;Database Scripting;Pascal-Based Systems;0.125;2020
1;Database Scripting;Popular JVM OOP;0.4492753623188406;2020
1;Database Scripting;Pure Functional;0.14583333333333334;2020
1;Database Scripting;Scientific Tools;0.10416666666666667;2020
1;Database Scripting;Shell Scripting;0.35514018691588783;2020
1;Database Scripting;Specialized Tools;0.10416666666666667;2020
1;Database Scripting;Strongly Typed Systems;0.3333333333333333;2020
1;Database Scripting;Text Parsing DSLs;0.1875;2020
1;Database Scripting;Typed Scripting;0.20833333333333334;2020
1;Database Scripting;Unix Build Tools;0.25;2020
1;Database Scripting;Unix-Like Scripting;0.125;2020
1;Database Scripting;Web Markup/Styling;0.35135135135135137;2020
1;Debugging/Testing Tools;Batch/High-Level Tools;0.5517241379310345;2020
1;Debugging/Testing Tools;Concurrency-Oriented;0.75;2020
1;Debugging/Testing Tools;Cross-Platform Build Systems;0.42857142857142855;2020
1;Debugging/Testing Tools;Data/Document DSLs;0.40625;2020
1;Debugging/Testing Tools;Database Scripting;0.16666666666666666;2020
1;Debugging/Testing Tools;Debugging/Testing Tools;1.0;2020
1;Debugging/Testing Tools;Desktop Automation;0.85;2020
1;Debugging/Testing Tools;Dynamic General Purpose;0.010101010101010102;2020
1;Debugging/Testing Tools;Dynamic OOP Scripting;0.08333333333333333;2020
1;Debugging/Testing Tools;Enterprise OOP;0.16216216216216217;2020
1;Debugging/Testing Tools;Event Scripting;0.55;2020
1;Debugging/Testing Tools;Functional JVM;0.53125;2020
1;Debugging/Testing Tools;Functional Lisp;0.6;2020
1;Debugging/Testing Tools;Game Scripting;0.6;2020
1;Debugging/Testing Tools;Graphics/Hardware Languages;0.4;2020
1;Debugging/Testing Tools;HTML-Centric Templating;0.0392156862745098;2020
1;Debugging/Testing Tools;Installer & Scripting Utilities;0.85;2020
1;Debugging/Testing Tools;Interactive Tools;0.52;2020
1;Debugging/Testing Tools;JavaScript-Based Templating;0.1346153846153846;2020
1;Debugging/Testing Tools;Logic Programming;0.75;2020
1;Debugging/Testing Tools;Low-Level C-Based;0.2894736842105263;2020
1;Debugging/Testing Tools;Low-Level Hardware;0.47368421052631576;2020
1;Debugging/Testing Tools;Low-Level Languages;0.8;2020
1;Debugging/Testing Tools;Low-Level Utilities;0.5;2020
1;Debugging/Testing Tools;Modern Contract/Typed;0.14285714285714285;2020
1;Debugging/Testing Tools;OOP System Programming;0.36363636363636365;2020
1;Debugging/Testing Tools;Pascal-Based Systems;0.7272727272727273;2020
1;Debugging/Testing Tools;Popular JVM OOP;0.08695652173913043;2020
1;Debugging/Testing Tools;Pure Functional;0.6071428571428571;2020
1;Debugging/Testing Tools;Scientific Tools;0.20588235294117646;2020
1;Debugging/Testing Tools;Shell Scripting;0.11214953271028037;2020
1;Debugging/Testing Tools;Specialized Tools;0.6;2020
1;Debugging/Testing Tools;Strongly Typed Systems;0.37209302325581395;2020
1;Debugging/Testing Tools;Text Parsing DSLs;0.5806451612903226;2020
1;Debugging/Testing Tools;Typed Scripting;0.2903225806451613;2020
1;Debugging/Testing Tools;Unix Build Tools;0.2826086956521739;2020
1;Debugging/Testing Tools;Unix-Like Scripting;0.6296296296296297;2020
1;Debugging/Testing Tools;Web Markup/Styling;0.009009009009009009;2020
1;Desktop Automation;Batch/High-Level Tools;0.5172413793103449;2020
1;Desktop Automation;Concurrency-Oriented;0.75;2020
1;Desktop Automation;Cross-Platform Build Systems;0.37142857142857144;2020
1;Desktop Automation;Data/Document DSLs;0.375;2020
1;Desktop Automation;Database Scripting;0.16666666666666666;2020
1;Desktop Automation;Debugging/Testing Tools;0.85;2020
1;Desktop Automation;Desktop Automation;1.0;2020
1;Desktop Automation;Dynamic General Purpose;0.010101010101010102;2020
1;Desktop Automation;Dynamic OOP Scripting;0.08333333333333333;2020
1;Desktop Automation;Enterprise OOP;0.10810810810810811;2020
1;Desktop Automation;Event Scripting;0.5789473684210527;2020
1;Desktop Automation;Functional JVM;0.5;2020
1;Desktop Automation;Functional Lisp;0.52;2020
1;Desktop Automation;Game Scripting;0.6842105263157895;2020
1;Desktop Automation;Graphics/Hardware Languages;0.4;2020
1;Desktop Automation;HTML-Centric Templating;0.0196078431372549;2020
1;Desktop Automation;Installer & Scripting Utilities;0.85;2020
1;Desktop Automation;Interactive Tools;0.44;2020
1;Desktop Automation;JavaScript-Based Templating;0.11538461538461539;2020
1;Desktop Automation;Logic Programming;0.7894736842105263;2020
1;Desktop Automation;Low-Level C-Based;0.2894736842105263;2020
1;Desktop Automation;Low-Level Hardware;0.4473684210526316;2020
1;Desktop Automation;Low-Level Languages;0.8947368421052632;2020
1;Desktop Automation;Low-Level Utilities;0.4375;2020
1;Desktop Automation;Modern Contract/Typed;0.12244897959183673;2020
1;Desktop Automation;OOP System Programming;0.36363636363636365;2020
1;Desktop Automation;Pascal-Based Systems;0.5909090909090909;2020
1;Desktop Automation;Popular JVM OOP;0.11594202898550725;2020
1;Desktop Automation;Pure Functional;0.5357142857142857;2020
1;Desktop Automation;Scientific Tools;0.17647058823529413;2020
1;Desktop Automation;Shell Scripting;0.102803738317757;2020
1;Desktop Automation;Specialized Tools;0.52;2020
1;Desktop Automation;Strongly Typed Systems;0.32558139534883723;2020
1;Desktop Automation;Text Parsing DSLs;0.4838709677419355;2020
1;Desktop Automation;Typed Scripting;0.2903225806451613;2020
1;Desktop Automation;Unix Build Tools;0.2608695652173913;2020
1;Desktop Automation;Unix-Like Scripting;0.5925925925925926;2020
1;Desktop Automation;Web Markup/Styling;0.009009009009009009;2020
1;Dynamic General Purpose;Batch/High-Level Tools;0.04040404040404041;2020
1;Dynamic General Purpose;Concurrency-Oriented;0.030303030303030304;2020
1;Dynamic General Purpose;Cross-Platform Build Systems;0.0707070707070707;2020
1;Dynamic General Purpose;Data/Document DSLs;0.04040404040404041;2020
1;Dynamic General Purpose;Database Scripting;0.3939393939393939;2020
1;Dynamic General Purpose;Debugging/Testing Tools;0.010101010101010102;2020
1;Dynamic General Purpose;Desktop Automation;0.010101010101010102;2020
1;Dynamic General Purpose;Dynamic General Purpose;1.0;2020
1;Dynamic General Purpose;Dynamic OOP Scripting;0.41414141414141414;2020
1;Dynamic General Purpose;Enterprise OOP;0.1919191919191919;2020
1;Dynamic General Purpose;Event Scripting;0.0;2020
1;Dynamic General Purpose;Functional JVM;0.030303030303030304;2020
1;Dynamic General Purpose;Functional Lisp;0.0;2020
1;Dynamic General Purpose;Game Scripting;0.0;2020
1;Dynamic General Purpose;Graphics/Hardware Languages;0.0707070707070707;2020
1;Dynamic General Purpose;HTML-Centric Templating;0.40404040404040403;2020
1;Dynamic General Purpose;Installer & Scripting Utilities;0.0;2020
1;Dynamic General Purpose;Interactive Tools;0.1111111111111111;2020
1;Dynamic General Purpose;JavaScript-Based Templating;0.43434343434343436;2020
1;Dynamic General Purpose;Logic Programming;0.030303030303030304;2020
1;Dynamic General Purpose;Low-Level C-Based;0.1111111111111111;2020
1;Dynamic General Purpose;Low-Level Hardware;0.04040404040404041;2020
1;Dynamic General Purpose;Low-Level Languages;0.010101010101010102;2020
1;Dynamic General Purpose;Low-Level Utilities;0.030303030303030304;2020
1;Dynamic General Purpose;Modern Contract/Typed;0.3434343434343434;2020
1;Dynamic General Purpose;OOP System Programming;0.1414141414141414;2020
1;Dynamic General Purpose;Pascal-Based Systems;0.020202020202020204;2020
1;Dynamic General Purpose;Popular JVM OOP;0.5252525252525253;2020
1;Dynamic General Purpose;Pure Functional;0.030303030303030304;2020
1;Dynamic General Purpose;Scientific Tools;0.1111111111111111;2020
1;Dynamic General Purpose;Shell Scripting;0.7570093457943925;2020
1;Dynamic General Purpose;Specialized Tools;0.010101010101010102;2020
1;Dynamic General Purpose;Strongly Typed Systems;0.1919191919191919;2020
1;Dynamic General Purpose;Text Parsing DSLs;0.010101010101010102;2020
1;Dynamic General Purpose;Typed Scripting;0.16161616161616163;2020
1;Dynamic General Purpose;Unix Build Tools;0.15151515151515152;2020
1;Dynamic General Purpose;Unix-Like Scripting;0.0;2020
1;Dynamic General Purpose;Web Markup/Styling;0.8648648648648649;2020
1;Dynamic OOP Scripting;Batch/High-Level Tools;0.125;2020
1;Dynamic OOP Scripting;Concurrency-Oriented;0.14583333333333334;2020
1;Dynamic OOP Scripting;Cross-Platform Build Systems;0.16666666666666666;2020
1;Dynamic OOP Scripting;Data/Document DSLs;0.16666666666666666;2020
1;Dynamic OOP Scripting;Database Scripting;0.6458333333333334;2020
1;Dynamic OOP Scripting;Debugging/Testing Tools;0.08333333333333333;2020
1;Dynamic OOP Scripting;Desktop Automation;0.08333333333333333;2020
1;Dynamic OOP Scripting;Dynamic General Purpose;0.41414141414141414;2020
1;Dynamic OOP Scripting;Dynamic OOP Scripting;1.0;2020
1;Dynamic OOP Scripting;Enterprise OOP;0.3958333333333333;2020
1;Dynamic OOP Scripting;Event Scripting;0.041666666666666664;2020
1;Dynamic OOP Scripting;Functional JVM;0.10416666666666667;2020
1;Dynamic OOP Scripting;Functional Lisp;0.041666666666666664;2020
1;Dynamic OOP Scripting;Game Scripting;0.08333333333333333;2020
1;Dynamic OOP Scripting;Graphics/Hardware Languages;0.22916666666666666;2020
1;Dynamic OOP Scripting;HTML-Centric Templating;0.7450980392156863;2020
1;Dynamic OOP Scripting;Installer & Scripting Utilities;0.0625;2020
1;Dynamic OOP Scripting;Interactive Tools;0.14583333333333334;2020
1;Dynamic OOP Scripting;JavaScript-Based Templating;0.75;2020
1;Dynamic OOP Scripting;Logic Programming;0.14583333333333334;2020
1;Dynamic OOP Scripting;Low-Level C-Based;0.1875;2020
1;Dynamic OOP Scripting;Low-Level Hardware;0.14583333333333334;2020
1;Dynamic OOP Scripting;Low-Level Languages;0.08333333333333333;2020
1;Dynamic OOP Scripting;Low-Level Utilities;0.125;2020
1;Dynamic OOP Scripting;Modern Contract/Typed;0.5510204081632653;2020
1;Dynamic OOP Scripting;OOP System Programming;0.14583333333333334;2020
1;Dynamic OOP Scripting;Pascal-Based Systems;0.10416666666666667;2020
1;Dynamic OOP Scripting;Popular JVM OOP;0.34782608695652173;2020
1;Dynamic OOP Scripting;Pure Functional;0.14583333333333334;2020
1;Dynamic OOP Scripting;Scientific Tools;0.2916666666666667;2020
1;Dynamic OOP Scripting;Shell Scripting;0.3177570093457944;2020
1;Dynamic OOP Scripting;Specialized Tools;0.08333333333333333;2020
1;Dynamic OOP Scripting;Strongly Typed Systems;0.3125;2020
1;Dynamic OOP Scripting;Text Parsing DSLs;0.125;2020
1;Dynamic OOP Scripting;Typed Scripting;0.3333333333333333;2020
1;Dynamic OOP Scripting;Unix Build Tools;0.25;2020
1;Dynamic OOP Scripting;Unix-Like Scripting;0.0625;2020
1;Dynamic OOP Scripting;Web Markup/Styling;0.38738738738738737;2020
1;Enterprise OOP;Batch/High-Level Tools;0.35135135135135137;2020
1;Enterprise OOP;Concurrency-Oriented;0.16216216216216217;2020
1;Enterprise OOP;Cross-Platform Build Systems;0.40540540540540543;2020
1;Enterprise OOP;Data/Document DSLs;0.4864864864864865;2020
1;Enterprise OOP;Database Scripting;0.22916666666666666;2020
1;Enterprise OOP;Debugging/Testing Tools;0.16216216216216217;2020
1;Enterprise OOP;Desktop Automation;0.10810810810810811;2020
1;Enterprise OOP;Dynamic General Purpose;0.1919191919191919;2020
1;Enterprise OOP;Dynamic OOP Scripting;0.3958333333333333;2020
1;Enterprise OOP;Enterprise OOP;1.0;2020
1;Enterprise OOP;Event Scripting;0.02702702702702703;2020
1;Enterprise OOP;Functional JVM;0.35135135135135137;2020
1;Enterprise OOP;Functional Lisp;0.2702702702702703;2020
1;Enterprise OOP;Game Scripting;0.02702702702702703;2020
1;Enterprise OOP;Graphics/Hardware Languages;0.5405405405405406;2020
1;Enterprise OOP;HTML-Centric Templating;0.43137254901960786;2020
1;Enterprise OOP;Installer & Scripting Utilities;0.13513513513513514;2020
1;Enterprise OOP;Interactive Tools;0.16216216216216217;2020
1;Enterprise OOP;JavaScript-Based Templating;0.3269230769230769;2020
1;Enterprise OOP;Logic Programming;0.13513513513513514;2020
1;Enterprise OOP;Low-Level C-Based;0.47368421052631576;2020
1;Enterprise OOP;Low-Level Hardware;0.5;2020
1;Enterprise OOP;Low-Level Languages;0.05405405405405406;2020
1;Enterprise OOP;Low-Level Utilities;0.3783783783783784;2020
1;Enterprise OOP;Modern Contract/Typed;0.46938775510204084;2020
1;Enterprise OOP;OOP System Programming;0.32432432432432434;2020
1;Enterprise OOP;Pascal-Based Systems;0.24324324324324326;2020
1;Enterprise OOP;Popular JVM OOP;0.3188405797101449;2020
1;Enterprise OOP;Pure Functional;0.35135135135135137;2020
1;Enterprise OOP;Scientific Tools;0.6216216216216216;2020
1;Enterprise OOP;Shell Scripting;0.22429906542056074;2020
1;Enterprise OOP;Specialized Tools;0.2972972972972973;2020
1;Enterprise OOP;Strongly Typed Systems;0.37209302325581395;2020
1;Enterprise OOP;Text Parsing DSLs;0.35135135135135137;2020
1;Enterprise OOP;Typed Scripting;0.40540540540540543;2020
1;Enterprise OOP;Unix Build Tools;0.5;2020
1;Enterprise OOP;Unix-Like Scripting;0.32432432432432434;2020
1;Enterprise OOP;Web Markup/Styling;0.2072072072072072;2020
1;Event Scripting;Batch/High-Level Tools;0.3103448275862069;2020
1;Event Scripting;Concurrency-Oriented;0.5;2020
1;Event Scripting;Cross-Platform Build Systems;0.2;2020
1;Event Scripting;Data/Document DSLs;0.21875;2020
1;Event Scripting;Database Scripting;0.0625;2020
1;Event Scripting;Debugging/Testing Tools;0.55;2020
1;Event Scripting;Desktop Automation;0.5789473684210527;2020
1;Event Scripting;Dynamic General Purpose;0.0;2020
1;Event Scripting;Dynamic OOP Scripting;0.041666666666666664;2020
1;Event Scripting;Enterprise OOP;0.02702702702702703;2020
1;Event Scripting;Event Scripting;1.0;2020
1;Event Scripting;Functional JVM;0.3125;2020
1;Event Scripting;Functional Lisp;0.4;2020
1;Event Scripting;Game Scripting;0.6428571428571429;2020
1;Event Scripting;Graphics/Hardware Languages;0.2571428571428571;2020
1;Event Scripting;HTML-Centric Templating;0.0;2020
1;Event Scripting;Installer & Scripting Utilities;0.55;2020
1;Event Scripting;Interactive Tools;0.32;2020
1;Event Scripting;JavaScript-Based Templating;0.07692307692307693;2020
1;Event Scripting;Logic Programming;0.5263157894736842;2020
1;Event Scripting;Low-Level C-Based;0.15789473684210525;2020
1;Event Scripting;Low-Level Hardware;0.2894736842105263;2020
1;Event Scripting;Low-Level Languages;0.5882352941176471;2020
1;Event Scripting;Low-Level Utilities;0.25;2020
1;Event Scripting;Modern Contract/Typed;0.061224489795918366;2020
1;Event Scripting;OOP System Programming;0.21212121212121213;2020
1;Event Scripting;Pascal-Based Systems;0.4090909090909091;2020
1;Event Scripting;Popular JVM OOP;0.014492753623188406;2020
1;Event Scripting;Pure Functional;0.32142857142857145;2020
1;Event Scripting;Scientific Tools;0.058823529411764705;2020
1;Event Scripting;Shell Scripting;0.07476635514018691;2020
1;Event Scripting;Specialized Tools;0.36;2020
1;Event Scripting;Strongly Typed Systems;0.23255813953488372;2020
1;Event Scripting;Text Parsing DSLs;0.3225806451612903;2020
1;Event Scripting;Typed Scripting;0.22580645161290322;2020
1;Event Scripting;Unix Build Tools;0.17391304347826086;2020
1;Event Scripting;Unix-Like Scripting;0.3333333333333333;2020
1;Event Scripting;Web Markup/Styling;0.0;2020
1;Functional JVM;Batch/High-Level Tools;0.75;2020
1;Functional JVM;Concurrency-Oriented;0.5;2020
1;Functional JVM;Cross-Platform Build Systems;0.7142857142857143;2020
1;Functional JVM;Data/Document DSLs;0.8125;2020
1;Functional JVM;Database Scripting;0.1875;2020
1;Functional JVM;Debugging/Testing Tools;0.53125;2020
1;Functional JVM;Desktop Automation;0.5;2020
1;Functional JVM;Dynamic General Purpose;0.030303030303030304;2020
1;Functional JVM;Dynamic OOP Scripting;0.10416666666666667;2020
1;Functional JVM;Enterprise OOP;0.35135135135135137;2020
1;Functional JVM;Event Scripting;0.3125;2020
1;Functional JVM;Functional JVM;1.0;2020
