language_1;language_2;proximity;drop
XS;SmPL;0.9375;
Erlang;VBScript;0.9375;
VBScript;Erlang;0.9375;
PostScript;Gnuplot;0.9375;
Inno Setup;Erlang;0.9375;
Shell;Python;0.9354838709677419;
Assembly;Roff;0.9333333333333333;
Perl;Assembly;0.9333333333333333;
Roff;Assembly;0.9333333333333333;
AutoHotkey;AppleScript;0.9285714285714286;
D;AutoHotkey;0.9285714285714286;
PHP;Java;0.927710843373494;
M4;Mustache;0.926829268292683;
PLpgSQL;Groovy;0.926829268292683;
Mustache;M4;0.926829268292683;
Mustache;PLpgSQL;0.926829268292683;
PLpgSQL;Mustache;0.926829268292683;
Scala;Groovy;0.926829268292683;
XSLT;GLSL;0.926829268292683;
HCL;Groovy;0.926829268292683;
M4;Groovy;0.926829268292683;
Groovy;GLSL;0.926829268292683;
C++;C;0.9253731343283582;
Pawn;AppleScript;0.9230769230769231;
Standard ML;AIDL;0.9230769230769231;
Standard ML;Scilab;0.9230769230769231;
Pawn;Standard ML;0.9230769230769231;
Raku;Clojure;0.9230769230769231;
Pawn;Scilab;0.9230769230769231;
DIGITAL Command Language;AppleScript;0.9230769230769231;
DIGITAL Command Language;SourcePawn;0.9230769230769231;
UnrealScript;AIDL;0.9230769230769231;
SourcePawn;DIGITAL Command Language;0.9230769230769231;
SourcePawn;AppleScript;0.9230769230769231;
Scilab;Standard ML;0.9230769230769231;
Standard ML;Pawn;0.9230769230769231;
Scilab;Pawn;0.9230769230769231;
Standard ML;AppleScript;0.9230769230769231;
Scilab;AppleScript;0.9230769230769231;
Makefile;C;0.921875;
GDB;Clojure;0.92;
Scilab;SourcePawn;0.9166666666666666;
SourcePawn;Scilab;0.9166666666666666;
SCSS;PHP;0.9146341463414634;
PHP;SCSS;0.9146341463414634;
Emacs Lisp;Objective-C++;0.9142857142857143;
Objective-C++;Emacs Lisp;0.9142857142857143;
NSIS;NASL;0.9130434782608695;
ActionScript;AMPL;0.9090909090909091;
Vim Script;Roff;0.9090909090909091;
Objective-C;Kotlin;0.9090909090909091;
NASL;Meson;0.9047619047619048;
Groovy;XSLT;0.9024390243902439;
GLSL;M4;0.9024390243902439;
Rust;XSLT;0.9024390243902439;
Jinja;Groovy;0.9024390243902439;
XSLT;Rust;0.9024390243902439;
HCL;M4;0.9024390243902439;
GLSL;HCL;0.9024390243902439;
M4;GLSL;0.9024390243902439;
XSLT;Groovy;0.9024390243902439;
M4;HCL;0.9024390243902439;
Rust;Mustache;0.9024390243902439;
Jinja;Mustache;0.9024390243902439;
HCL;GLSL;0.9024390243902439;
Mustache;Jinja;0.9024390243902439;
Logos;DTrace;0.9;
DTrace;AMPL;0.9;
AMPL;LLVM;0.9;
Logos;AMPL;0.9;
DTrace;Ada;0.9;
Mathematica;GAP;0.9;
Logos;LLVM;0.9;
DTrace;Logos;0.9;
Mathematica;Meson;0.9;
Logos;Thrift;0.9;
SystemVerilog;AMPL;0.9;
Meson;GAP;0.9;
Scala;M4;0.9;
Meson;Mathematica;0.9;
Thrift;SystemVerilog;0.9;
PLpgSQL;Jinja;0.9;
Thrift;Logos;0.9;
PLpgSQL;M4;0.9;
Thrift;Ada;0.9;
Thrift;AMPL;0.9;
Meson;FreeMarker;0.9;
SystemVerilog;DTrace;0.9;
AMPL;Thrift;0.9;
AMPL;SystemVerilog;0.9;
SCSS;Ruby;0.9;
Scheme;Meson;0.9;
DTrace;SystemVerilog;0.9;
Ada;Thrift;0.9;
SystemVerilog;Thrift;0.9;
SystemVerilog;LLVM;0.9;
M4;PLpgSQL;0.9;
Ada;LLVM;0.9;
Smarty;Lua;0.9;
LLVM;Logos;0.9;
M4;Scala;0.9;
LLVM;Ada;0.9;
Jinja;PLpgSQL;0.9;
Yacc;M4;0.9;
LLVM;AMPL;0.9;
LLVM;SystemVerilog;0.9;
Yacc;Scala;0.8974358974358975;
Jinja;Scala;0.8974358974358975;
Scala;Jinja;0.8974358974358975;
Scala;Yacc;0.8974358974358975;
Fortran;Cython;0.896551724137931;
GAP;Scheme;0.8947368421052632;
Scheme;ANTLR;0.8947368421052632;
Scheme;GAP;0.8947368421052632;
Scheme;Julia;0.8947368421052632;
Scheme;M;0.8947368421052632;
Julia;Scheme;0.8947368421052632;
Scheme;Common Lisp;0.8947368421052632;
Jinja;Yacc;0.8947368421052632;
Yacc;Jinja;0.8947368421052632;
Objective-C++;Jinja;0.8947368421052632;
Julia;Common Lisp;0.8947368421052632;
Julia;Elixir;0.8947368421052632;
Batchfile;PowerShell;0.8928571428571429;
Java;Ruby;0.891566265060241;
Ruby;Java;0.891566265060241;
Swift;Kotlin;0.890625;
Clojure;sed;0.8888888888888888;
VBScript;GAP;0.8888888888888888;
GAP;SWIG;0.8888888888888888;
SWIG;GAP;0.8888888888888888;
Elixir;Inno Setup;0.8888888888888888;
GAP;M;0.8888888888888888;
GAP;Inno Setup;0.8888888888888888;
Inno Setup;Common Lisp;0.8888888888888888;
GAP;Erlang;0.8888888888888888;
sed;Clojure;0.8888888888888888;
Inno Setup;GAP;0.8888888888888888;
GAP;Elixir;0.8888888888888888;
Common Lisp;M;0.8888888888888888;
GAP;Common Lisp;0.8888888888888888;
Elixir;Common Lisp;0.8888888888888888;
Erlang;GAP;0.8888888888888888;
sed;GDB;0.8888888888888888;
Inno Setup;Elixir;0.8888888888888888;
PowerShell;Less;0.8888888888888888;
Elixir;GAP;0.8888888888888888;
QML;GAP;0.8888888888888888;
M;GAP;0.8888888888888888;
GDB;sed;0.8888888888888888;
Common Lisp;GAP;0.8888888888888888;
Common Lisp;Elixir;0.8888888888888888;
Common Lisp;Inno Setup;0.8888888888888888;
M;Common Lisp;0.8888888888888888;
GAP;VBScript;0.8888888888888888;
QML;PureBasic;0.8888888888888888;
TypeScript;SCSS;0.8875;
Python;Java;0.8863636363636364;
TeX;Roff;0.8863636363636364;
Smarty;Roff;0.8863636363636364;
Shell;JavaScript;0.8857142857142857;
Makefile;Batchfile;0.8852459016393442;
Raku;NSIS;0.8846153846153846;
Raku;GDB;0.8846153846153846;
TypeScript;Ruby;0.8846153846153846;
Ruby;TypeScript;0.8846153846153846;
GDB;Raku;0.8846153846153846;
SWIG;Gnuplot;0.8823529411764706;
Gnuplot;SWIG;0.8823529411764706;
M;Erlang;0.8823529411764706;
SWIG;VBScript;0.8823529411764706;
M;Inno Setup;0.8823529411764706;
M;Vim Snippet;0.8823529411764706;
QML;Vim Snippet;0.8823529411764706;
QML;SWIG;0.8823529411764706;
SWIG;QML;0.8823529411764706;
VBScript;QML;0.8823529411764706;
QML;VBScript;0.8823529411764706;
SWIG;Vim Snippet;0.8823529411764706;
Erlang;M;0.8823529411764706;
VBScript;SWIG;0.8823529411764706;
Inno Setup;M;0.8823529411764706;
Vim Snippet;QML;0.8823529411764706;
Gnuplot;M;0.8823529411764706;
Vim Snippet;SWIG;0.8823529411764706;
M;Gnuplot;0.8823529411764706;
Vim Snippet;M;0.8823529411764706;
Vim Snippet;Inno Setup;0.8823529411764706;
Inno Setup;Vim Snippet;0.8823529411764706;
C++;Makefile;0.8805970149253731;
Makefile;C++;0.8805970149253731;
Svelte;Clojure;0.88;
XSLT;Mustache;0.8780487804878049;
Gherkin;Groovy;0.8780487804878049;
Scala;GLSL;0.8780487804878049;
Smarty;TeX;0.8780487804878049;
Mustache;Scala;0.8780487804878049;
Gherkin;HCL;0.8780487804878049;
XSLT;M4;0.8780487804878049;
TeX;Smarty;0.8780487804878049;
HCL;PLpgSQL;0.8780487804878049;
GLSL;Mustache;0.8780487804878049;
XSLT;PLpgSQL;0.8780487804878049;
PLpgSQL;XSLT;0.8780487804878049;
M4;XSLT;0.8780487804878049;
Scala;Mustache;0.8780487804878049;
Yacc;Groovy;0.8780487804878049;
PLpgSQL;HCL;0.8780487804878049;
Mustache;HCL;0.8780487804878049;
PLpgSQL;GLSL;0.8780487804878049;
Mustache;GLSL;0.8780487804878049;
HCL;Mustache;0.8780487804878049;
Mustache;XSLT;0.8780487804878049;
Groovy;Gherkin;0.8780487804878049;
Groovy;Yacc;0.8780487804878049;
HCL;Gherkin;0.8780487804878049;
GLSL;Scala;0.8780487804878049;
XSLT;HCL;0.8780487804878049;
XSLT;HLSL;0.8780487804878049;
Gherkin;GLSL;0.8780487804878049;
GLSL;PLpgSQL;0.8780487804878049;
Rust;Groovy;0.8780487804878049;
Groovy;Rust;0.8780487804878049;
HCL;XSLT;0.8780487804878049;
TypeScript;Dockerfile;0.8767123287671232;
CSS;Shell;0.8761904761904762;
Shell;CSS;0.8761904761904762;
GDB;NSIS;0.875;
Erlang;PostScript;0.875;
Scala;PLpgSQL;0.875;
Objective-C++;M4;0.875;
Nunjucks;PostScript;0.875;
VBScript;Inno Setup;0.875;
CMake;Assembly;0.875;
Puppet;Elm;0.875;
Vue;Kotlin;0.875;
Inno Setup;F#;0.875;
D;Erlang;0.875;
PostScript;Inno Setup;0.875;
M4;Jinja;0.875;
Inno Setup;D;0.875;
Inno Setup;Gnuplot;0.875;
Erlang;AutoHotkey;0.875;
D;Inno Setup;0.875;
Stata;OpenEdge ABL;0.875;
Nunjucks;VBScript;0.875;
PostScript;VBScript;0.875;
Awk;M4;0.875;
PostScript;Nunjucks;0.875;
F#;Erlang;0.875;
F#;Inno Setup;0.875;
VBScript;Nunjucks;0.875;
PLpgSQL;Rust;0.875;
VBScript;VBA;0.875;
Gnuplot;Inno Setup;0.875;
Rust;M4;0.875;
NASL;GDB;0.875;
PLpgSQL;Scala;0.875;
NSIS;GDB;0.875;
Jinja;M4;0.875;
M4;Objective-C++;0.875;
Nim;Brainfuck;0.875;
M4;Awk;0.875;
Inno Setup;VBScript;0.875;
M4;Rust;0.875;
Nunjucks;Erlang;0.875;
Inno Setup;PostScript;0.875;
Erlang;D;0.875;
GDB;NASL;0.875;
PostScript;Erlang;0.875;
Rust;PLpgSQL;0.875;
VBScript;PostScript;0.875;
Scala;Emacs Lisp;0.8717948717948718;
Scala;Awk;0.8717948717948718;
Emacs Lisp;Scala;0.8717948717948718;
