language_1;language_2;proximity;year
LLVM;SourcePawn;0.75;2020
OCaml;Pawn;0.75;2020
CMake;Scala;0.7428571428571429;2020
Awk;CMake;0.7428571428571429;2020
Vim Script;XSLT;0.7419354838709677;2020
Awk;XSLT;0.7419354838709677;2020
Awk;sed;0.7407407407407407;2020
Tcl;Vim Script;0.7407407407407407;2020
Haskell;Rust;0.7407407407407407;2020
Awk;Smalltalk;0.7407407407407407;2020
Vim Script;Yacc;0.7407407407407407;2020
Tcl;Yacc;0.7407407407407407;2020
Awk;MATLAB;0.7407407407407407;2020
Haskell;Objective-C++;0.7407407407407407;2020
Elixir;Erlang;0.7368421052631579;2020
Elixir;NSIS;0.7368421052631579;2020
GLSL;Makefile;0.7368421052631579;2020
M4;Makefile;0.7368421052631579;2020
Erlang;Scheme;0.7333333333333333;2020
Pawn;VBScript;0.7333333333333333;2020
Common Lisp;Gnuplot;0.7333333333333333;2020
Mathematica;PostScript;0.7333333333333333;2020
Gnuplot;NASL;0.7333333333333333;2020
Gnuplot;Meson;0.7333333333333333;2020
Scheme;VBScript;0.7333333333333333;2020
SWIG;Scheme;0.7333333333333333;2020
Meson;Vim Snippet;0.7333333333333333;2020
Common Lisp;DIGITAL Command Language;0.7333333333333333;2020
Erlang;Vim Snippet;0.7333333333333333;2020
VBScript;XS;0.7333333333333333;2020
M;NASL;0.7333333333333333;2020
Scheme;Vim Snippet;0.7333333333333333;2020
Nix;Scheme;0.7333333333333333;2020
Mathematica;NASL;0.7333333333333333;2020
NASL;Nix;0.7333333333333333;2020
Mathematica;Meson;0.7333333333333333;2020
Perl;Scala;0.7333333333333333;2020
M;PostScript;0.7333333333333333;2020
Gnuplot;Scheme;0.7333333333333333;2020
NASL;Pawn;0.7333333333333333;2020
Gnuplot;PostScript;0.7333333333333333;2020
Smarty;Yacc;0.7333333333333333;2020
PostScript;QML;0.7333333333333333;2020
Meson;QML;0.7333333333333333;2020
M;Meson;0.7333333333333333;2020
D;VBScript;0.7333333333333333;2020
DIGITAL Command Language;Scheme;0.7333333333333333;2020
Erlang;PostScript;0.7333333333333333;2020
Common Lisp;OCaml;0.7333333333333333;2020
Pawn;PostScript;0.7333333333333333;2020
Inno Setup;NASL;0.7333333333333333;2020
Inno Setup;PostScript;0.7333333333333333;2020
Common Lisp;Inno Setup;0.7333333333333333;2020
OCaml;VBScript;0.7333333333333333;2020
Erlang;Inno Setup;0.7333333333333333;2020
Nix;PostScript;0.7333333333333333;2020
Lex;Smarty;0.7333333333333333;2020
GAP;Meson;0.7333333333333333;2020
GAP;VBScript;0.7333333333333333;2020
Erlang;Meson;0.7333333333333333;2020
Meson;Scheme;0.7333333333333333;2020
ANTLR;GDB;0.8;2021
ASP.NET;Pug;0.5789473684210527;2021
ASP.NET;TSQL;0.6153846153846154;2021
Ada;DTrace;0.7777777777777778;2021
Apex;Brainfuck;0.7142857142857143;2021
Apex;CUE;0.7142857142857143;2021
Apex;Crystal;0.7142857142857143;2021
Apex;Game Maker Language;0.2857142857142857;2021
Apex;Haml;0.7142857142857143;2021
Apex;Racket;0.7142857142857143;2021
Apex;Rebol;0.7777777777777778;2021
AppleScript;AutoHotkey;0.8181818181818182;2021
AppleScript;DIGITAL Command Language;0.9166666666666666;2021
AppleScript;DTrace;0.8181818181818182;2021
AppleScript;Standard ML;0.7272727272727273;2021
Assembly;CMake;0.8378378378378378;2021
Astro;Game Maker Language;0.5;2021
Astro;IDL;1.0;2021
Astro;NCL;1.0;2021
Awk;Emacs Lisp;0.8888888888888888;2021
Awk;MATLAB;0.7407407407407407;2021
Awk;Tcl;0.8148148148148148;2021
Awk;Yacc;0.9310344827586208;2021
Batchfile;Makefile;0.8292682926829268;2021
Batchfile;PowerShell;0.7073170731707317;2021
Beef;Brightscript;1.0;2021
Beef;LOLCODE;1.0;2021
Beef;Nemerle;1.0;2021
Bicep;Crystal;0.5;2021
Blade;Hack;0.7301587301587301;2021
Blade;Kotlin;0.7142857142857143;2021
Blade;PHP;0.6288659793814433;2021
Blade;Vue;0.6984126984126984;2021
C;C++;0.8095238095238095;2021
C;Makefile;0.8571428571428571;2021
C#;Java;0.6060606060606061;2021
C#;TypeScript;0.6923076923076923;2021
CMake;Makefile;0.8780487804878049;2021
CMake;Roff;0.8888888888888888;2021
CSS;JavaScript;0.9401709401709402;2021
CUE;Puppet;0.8;2021
Clojure;sed;0.8260869565217391;2021
CoffeeScript;Visual Basic .NET;0.5789473684210527;2021
Common Lisp;Elixir;0.8235294117647058;2021
Common Lisp;Erlang;0.8823529411764706;2021
Common Lisp;NASL;0.8333333333333334;2021
Common Lisp;QML;0.8235294117647058;2021
Common Lisp;Scheme;0.8235294117647058;2021
Crystal;SQLPL;0.6666666666666666;2021
Cuda;SWIG;0.7058823529411765;2021
Cython;Raku;0.8181818181818182;2021
D;F#;0.8461538461538461;2021
D;GDScript;0.8461538461538461;2021
D;Inno Setup;0.8571428571428571;2021
DIGITAL Command Language;Nunjucks;0.75;2021
DIGITAL Command Language;VBScript;0.9230769230769232;2021
DTrace;Haml;0.7777777777777778;2021
DTrace;LLVM;0.9;2021
DTrace;Stylus;0.5555555555555556;2021
DTrace;Thrift;0.7777777777777778;2021
Dockerfile;Makefile;0.8043478260869565;2021
Dockerfile;Python;0.5344827586206896;2021
EJS;Less;0.4761904761904761;2021
Elixir;Prolog;0.8;2021
Emacs Lisp;Jinja;0.84;2021
Emacs Lisp;Nix;0.8;2021
Erlang;Inno Setup;0.875;2021
Erlang;Mathematica;0.8125;2021
Erlang;Meson;0.875;2021
Erlang;SourcePawn;0.875;2021
Erlang;Visual Basic .NET;0.7647058823529411;2021
F#;OCaml;0.7692307692307693;2021
Forth;M;0.7857142857142857;2021
Forth;XS;0.7692307692307693;2021
Fortran;Nix;0.7142857142857143;2021
FreeMarker;PostScript;0.7142857142857143;2021
G-code;Haml;0.75;2021
G-code;OpenSCAD;0.75;2021
GAP;Inno Setup;0.8;2021
GDB;NASL;0.9;2021
GDB;NSIS;0.9047619047619048;2021
GDB;Raku;0.9047619047619048;2021
GLSL;M4;0.896551724137931;2021
Gherkin;Objective-C++;0.7058823529411765;2021
Gherkin;TSQL;0.6410256410256411;2021
Gnuplot;PostScript;0.8571428571428571;2021
Gnuplot;VHDL;0.75;2021
Go;Perl;0.6451612903225806;2021
Groovy;Mustache;0.9032258064516128;2021
Groovy;PLpgSQL;0.8387096774193549;2021
HCL;Nix;0.7727272727272727;2021
HLSL;Objective-C++;0.7428571428571429;2021
HLSL;ShaderLab;0.8974358974358975;2021
HTML;JavaScript;0.95;2021
Handlebars;Solidity;0.4848484848484848;2021
Haskell;Jinja;0.8461538461538461;2021
Haskell;Sass;0.6666666666666666;2021
Haskell;Svelte;0.7777777777777778;2021
JavaScript;PHP;0.7435897435897436;2021
Julia;Scheme;0.8;2021
Jupyter Notebook;R;0.4074074074074074;2021
Kotlin;Objective-C;0.7619047619047619;2021
Lex;M4;0.896551724137931;2021
Lex;QMake;0.7407407407407407;2021
Lex;Scala;0.8620689655172413;2021
Lua;Roff;0.8181818181818182;2021
M;PostScript;0.7857142857142857;2021
M4;Roff;0.8787878787878788;2021
M4;Smarty;0.896551724137931;2021
M4;Yacc;0.9310344827586208;2021
Mako;Smalltalk;0.7083333333333334;2021
Mathematica;Processing;0.8125;2021
Mustache;Objective-C++;0.8529411764705882;2021
Mustache;Smarty;0.9032258064516128;2021
NASL;SWIG;0.8888888888888888;2021
NSIS;PLSQL;0.7619047619047619;2021
NSIS;Smalltalk;0.75;2021
Objective-C;Swift;0.7735849056603774;2021
Objective-C++;Solidity;0.5882352941176471;2021
PHP;SCSS;0.8144329896907216;2021
PHP;Shell;0.5979381443298969;2021
Pascal;Tcl;0.7916666666666666;2021
Pascal;Twig;0.6363636363636364;2021
Pawn;SourcePawn;0.8666666666666667;2021
Pawn;VBScript;0.9230769230769232;2021
Perl;Roff;0.9090909090909092;2021
Perl;Vim Script;0.8709677419354839;2021
PostScript;SourcePawn;0.8666666666666667;2021
Pug;Starlark;0.4375;2021
PureBasic;QML;0.6111111111111112;2021
Python;Shell;0.5444444444444444;2021
R;TeX;0.7777777777777778;2021
Raku;sed;0.8695652173913043;2021
Ruby;Swift;0.490566037735849;2021
Rust;Vim Script;0.8387096774193549;2021
SCSS;TypeScript;0.7065217391304348;2021
SmPL;XS;0.9285714285714286;2021
Smarty;XSLT;0.9333333333333332;2021
SourcePawn;Vim Snippet;0.8666666666666667;2021
Tcl;sed;0.875;2021
TeX;Vim Script;0.8333333333333334;2021
Verilog;sed;0.782608695652174;2021
IDL;NCL;1.0;2021
Brightscript;LOLCODE;1.0;2021
Brightscript;Nemerle;1.0;2021
LOLCODE;Nemerle;1.0;2021
CSS;HTML;0.9333333333333332;2021
NSIS;Raku;0.9047619047619048;2021
Mustache;XSLT;0.9032258064516128;2021
Awk;M4;0.896551724137931;2021
Groovy;Smarty;0.896551724137931;2021
Awk;Lex;0.8888888888888888;2021
M4;Perl;0.8709677419354839;2021
Groovy;XSLT;0.8666666666666667;2021
GLSL;Vim Script;0.8666666666666667;2021
SourcePawn;VBScript;0.8666666666666667;2021
Inno Setup;Meson;0.8666666666666667;2021
Meson;SourcePawn;0.8666666666666667;2021
M4;XSLT;0.8666666666666667;2021
Inno Setup;SourcePawn;0.8666666666666667;2021
Smarty;Vim Script;0.8666666666666667;2021
GLSL;Smarty;0.8620689655172413;2021
Scala;Yacc;0.8620689655172413;2021
M4;Scala;0.8620689655172413;2021
Smarty;Yacc;0.8620689655172413;2021
GLSL;Yacc;0.8620689655172413;2021
Lex;Yacc;0.8620689655172413;2021
Scala;Smarty;0.8620689655172413;2021
CMake;Perl;0.8611111111111112;2021
NASL;NSIS;0.8571428571428571;2021
VBScript;Vim Snippet;0.8571428571428571;2021
Pawn;PostScript;0.8571428571428571;2021
PostScript;VBScript;0.8571428571428571;2021
Inno Setup;Vim Snippet;0.8571428571428571;2021
Inno Setup;VBScript;0.8571428571428571;2021
DIGITAL Command Language;PostScript;0.8571428571428571;2021
Inno Setup;PostScript;0.8571428571428571;2021
Objective-C++;Roff;0.8529411764705882;2021
GDB;SWIG;0.85;2021
Roff;Yacc;0.8484848484848485;2021
AppleScript;Pawn;0.8461538461538461;2021
DIGITAL Command Language;Pawn;0.8461538461538461;2021
D;VBScript;0.8461538461538461;2021
AppleScript;VBScript;0.8461538461538461;2021
Perl;XSLT;0.8387096774193549;2021
Mustache;PLpgSQL;0.8387096774193549;2021
Perl;Smarty;0.8387096774193549;2021
Perl;Yacc;0.8387096774193549;2021
XSLT;Yacc;0.8333333333333334;2021
Scala;XSLT;0.8333333333333334;2021
CMake;Objective-C++;0.8333333333333334;2021
Meson;NASL;0.8333333333333334;2021
DIGITAL Command Language;Gnuplot;0.8333333333333334;2021
GLSL;XSLT;0.8333333333333334;2021
NASL;SourcePawn;0.8333333333333334;2021
M4;Vim Script;0.8333333333333334;2021
Vim Script;XSLT;0.8333333333333334;2021
D;DIGITAL Command Language;0.8333333333333334;2021
Erlang;NASL;0.8333333333333334;2021
Emacs Lisp;Yacc;0.8275862068965517;2021
Awk;GLSL;0.8275862068965517;2021
Awk;Scala;0.8275862068965517;2021
Lex;Smarty;0.8275862068965517;2021
Groovy;Scala;0.8275862068965517;2021
Emacs Lisp;M4;0.8275862068965517;2021
Emacs Lisp;Smarty;0.8275862068965517;2021
GLSL;Scala;0.8275862068965517;2021
Awk;Smarty;0.8275862068965517;2021
GLSL;Lex;0.8275862068965517;2021
Jinja;Scala;0.8275862068965517;2021
Groovy;M4;0.8275862068965517;2021
GDB;sed;0.8260869565217391;2021
NSIS;sed;0.8260869565217391;2021
M4;Objective-C++;0.8235294117647058;2021
Common Lisp;Meson;0.8235294117647058;2021
Elixir;Scheme;0.8235294117647058;2021
Common Lisp;Inno Setup;0.8235294117647058;2021
Common Lisp;SourcePawn;0.8235294117647058;2021
Objective-C++;PLpgSQL;0.8235294117647058;2021
Roff;Vim Script;0.8181818181818182;2021
Roff;XSLT;0.8181818181818182;2021
GLSL;Roff;0.8181818181818182;2021
Lua;Smarty;0.8181818181818182;2021
AppleScript;LLVM;0.8181818181818182;2021
Awk;Roff;0.8181818181818182;2021
Roff;Smarty;0.8181818181818182;2021
Awk;Jinja;0.8148148148148148;2021
Awk;Haskell;0.8148148148148148;2021
Lex;sed;0.8148148148148148;2021
Erlang;QML;0.8125;2021
Erlang;Scheme;0.8125;2021
Meson;QML;0.8125;2021
QML;SourcePawn;0.8125;2021
Inno Setup;Mathematica;0.8125;2021
PostScript;QML;0.8125;2021
Erlang;PostScript;0.8125;2021
Assembly;Roff;0.8108108108108109;2021
NASL;Raku;0.8095238095238095;2021
Raku;SWIG;0.8095238095238095;2021
Emacs Lisp;TeX;0.8076923076923077;2021
GLSL;Perl;0.8064516129032258;2021
PLpgSQL;Smarty;0.8064516129032258;2021
Perl;Rust;0.8064516129032258;2021
Mustache;Perl;0.8064516129032258;2021
Perl;Scala;0.8064516129032258;2021
Mustache;Scala;0.8064516129032258;2021
Emacs Lisp;Perl;0.8064516129032258;2021
Awk;Perl;0.8064516129032258;2021
M4;Mustache;0.8064516129032258;2021
PLpgSQL;XSLT;0.8064516129032258;2021
Mustache;Vim Script;0.8064516129032258;2021
PLpgSQL;Scala;0.8064516129032258;2021
CMake;M4;0.8055555555555556;2021
