language_1;language_2;proximity;drop
DTrace;LLVM;0.875;1.0
DTrace;Logos;1.0;1.0
DTrace;Scilab;0.8888888888888888;1.0
DTrace;SourcePawn;0.875;1.0
DTrace;SystemVerilog;0.75;1.0
Dockerfile;Makefile;0.8181818181818182;1.0
Dockerfile;Shell;0.5333333333333333;1.0
Dockerfile;TypeScript;0.5;1.0
Elixir;Prolog;0.8235294117647058;1.0
Elm;Julia;0.8181818181818182;1.0
Elm;Puppet;0.7777777777777778;1.0
Emacs Lisp;HCL;0.782608695652174;1.0
Emacs Lisp;Rust;0.875;1.0
Erlang;F#;0.8461538461538461;1.0
Erlang;Julia;0.8181818181818182;1.0
Erlang;OCaml;0.9090909090909091;1.0
Fortran;Svelte;0.8125;1.0
FreeMarker;QML;0.5454545454545454;1.0
GAP;SWIG;0.9166666666666666;1.0
GDB;NSIS;0.8333333333333334;1.0
GDB;Prolog;0.8235294117647058;1.0
GDB;sed;0.8947368421052632;1.0
GLSL;Haskell;0.7857142857142857;1.0
GLSL;M4;0.9032258064516129;1.0
GLSL;Vim Script;0.8571428571428571;1.0
Gherkin;HCL;0.76;1.0
Gnuplot;Mathematica;0.9090909090909091;1.0
Gnuplot;PostScript;0.8333333333333334;1.0
Groovy;PLpgSQL;0.8620689655172413;1.0
Groovy;Scala;0.896551724137931;1.0
Groovy;XSLT;0.8620689655172413;1.0
HLSL;M4;0.7419354838709677;1.0
HLSL;Pug;0.5;1.0
HLSL;ShaderLab;0.9666666666666667;1.0
Hack;Blade;0.7647058823529411;1.0
Hack;TSQL;0.7058823529411765;1.0
Handlebars;Sass;0.44;1.0
Inno Setup;QML;0.7272727272727273;1.0
Julia;M;0.8333333333333334;1.0
Julia;Mathematica;0.9090909090909091;1.0
Julia;Nix;0.9090909090909091;1.0
Jupyter Notebook;R;0.46153846153846156;1.0
Kotlin;Swift;0.7407407407407407;1.0
Less;Blade;0.64;1.0
Lex;Yacc;0.8333333333333334;1.0
Liquid;POV-Ray SDL;0.5;1.0
Lua;PLpgSQL;0.8928571428571429;1.0
M4;Roff;0.9354838709677419;1.0
M4;Scala;0.8709677419354839;1.0
MATLAB;Roff;0.7333333333333333;1.0
Mako;Meson;0.6875;1.0
Meson;PostScript;0.8333333333333334;1.0
Meson;SQLPL;0.8461538461538461;1.0
Meson;VHDL;0.75;1.0
NASL;PostScript;0.8461538461538461;1.0
NASL;SWIG;0.8461538461538461;1.0
Objective-C;Swift;0.6136363636363636;1.0
Objective-C++;Raku;0.8181818181818182;1.0
Objective-C++;Tcl;0.8181818181818182;1.0
Objective-C++;Yacc;0.8260869565217391;1.0
OpenEdge ABL;Thrift;0.6666666666666666;1.0
PHP;CSS;0.7614678899082569;1.0
PHP;SCSS;0.7978723404255319;1.0
PLSQL;Pascal;0.7619047619047619;1.0
PLpgSQL;Smarty;0.8571428571428571;1.0
Pascal;sed;0.7894736842105263;1.0
Pawn;SmPL;0.75;1.0
Perl;Roff;0.9;1.0
Processing;Rebol;0.625;1.0
Pug;Starlark;0.4782608695652174;1.0
PureBasic;RobotFramework;0.6666666666666666;1.0
Python;Shell;0.64;1.0
QMake;Raku;0.7;1.0
QMake;Twig;0.7;1.0
R;TeX;0.8076923076923077;1.0
Raku;Smalltalk;0.8095238095238095;1.0
Raku;sed;0.9;1.0
Ruby;Swift;0.5208333333333334;1.0
Rust;Vim Script;0.8461538461538461;1.0
SCSS;TypeScript;0.6162790697674418;1.0
Sass;Smalltalk;0.64;1.0
SmPL;Verilog;0.75;1.0
SmPL;XS;0.8333333333333334;1.0
Solidity;VBScript;0.6;1.0
SourcePawn;Stata;0.7142857142857143;1.0
Standard ML;Stylus;0.625;1.0
Swift;Dart;0.7727272727272727;1.0
Swift;Vue;0.6304347826086957;1.0
TSQL;TypeScript;0.6;1.0
TeX;Vim Script;0.8461538461538461;1.0
TypeScript;Java;0.5857142857142857;1.0
VBA;VBScript;0.7692307692307693;1.0
VBA;Visual Basic .NET;0.7333333333333333;1.0
Vue;Blade;0.74;1.0
Logos;DTrace;1.0;
ShaderLab;HLSL;0.9666666666666667;
JavaScript;CSS;0.9380530973451328;
M4;Assembly;0.9354838709677419;
Roff;M4;0.9354838709677419;
Roff;Assembly;0.9333333333333333;
Assembly;Roff;0.9333333333333333;
Scheme;Common Lisp;0.9285714285714286;
VBScript;DIGITAL Command Language;0.9230769230769231;
SWIG;GAP;0.9166666666666666;
Mathematica;Julia;0.9090909090909091;
Nix;Julia;0.9090909090909091;
Nix;Mathematica;0.9090909090909091;
Mathematica;Gnuplot;0.9090909090909091;
OCaml;Erlang;0.9090909090909091;
Mathematica;Nix;0.9090909090909091;
JavaScript;HTML;0.905982905982906;
HTML;JavaScript;0.905982905982906;
HTML;CSS;0.905982905982906;
M4;GLSL;0.9032258064516129;
sed;Raku;0.9;
Roff;Perl;0.9;
OCaml;D;0.9;
Scala;Groovy;0.896551724137931;
sed;GDB;0.8947368421052632;
PLpgSQL;Lua;0.8928571428571429;
GLSL;Perl;0.8928571428571429;
Perl;GLSL;0.8928571428571429;
Logos;Scilab;0.8888888888888888;
Scilab;DTrace;0.8888888888888888;
Scilab;Logos;0.8888888888888888;
Logos;SourcePawn;0.875;
Rust;Emacs Lisp;0.875;
UnrealScript;ActionScript;0.875;
Prolog;Common Lisp;0.875;
SourcePawn;DTrace;0.875;
LLVM;DTrace;0.875;
Logos;LLVM;0.875;
SourcePawn;Logos;0.875;
LLVM;Logos;0.875;
Perl;M4;0.8709677419354839;
M4;Perl;0.8709677419354839;
Scala;M4;0.8709677419354839;
Makefile;CMake;0.868421052631579;
Assembly;Scala;0.8666666666666667;
Assembly;Perl;0.8666666666666667;
Scala;Assembly;0.8666666666666667;
Roff;GLSL;0.8666666666666667;
Assembly;GLSL;0.8666666666666667;
Awk;Assembly;0.8666666666666667;
Scheme;Svelte;0.8666666666666667;
Svelte;Scheme;0.8666666666666667;
GLSL;Roff;0.8666666666666667;
GLSL;Assembly;0.8666666666666667;
Svelte;Common Lisp;0.8666666666666667;
Perl;Assembly;0.8666666666666667;
XSLT;Groovy;0.8620689655172413;
PLpgSQL;Scala;0.8620689655172413;
Scala;PLpgSQL;0.8620689655172413;
PLpgSQL;Groovy;0.8620689655172413;
LLVM;SourcePawn;0.8571428571428571;
PLpgSQL;XSLT;0.8571428571428571;
AMPL;SourcePawn;0.8571428571428571;
Roff;CMake;0.8571428571428571;
LLVM;AMPL;0.8571428571428571;
Vim Script;Perl;0.8571428571428571;
Perl;Vim Script;0.8571428571428571;
Smarty;PLpgSQL;0.8571428571428571;
Perl;XSLT;0.8571428571428571;
M4;CMake;0.8571428571428571;
SourcePawn;LLVM;0.8571428571428571;
CMake;Roff;0.8571428571428571;
GLSL;Lua;0.8571428571428571;
Vim Script;GLSL;0.8571428571428571;
SourcePawn;AMPL;0.8571428571428571;
XSLT;PLpgSQL;0.8571428571428571;
Lua;GLSL;0.8571428571428571;
XSLT;Perl;0.8571428571428571;
Awk;Smarty;0.8518518518518519;
Smarty;Awk;0.8518518518518519;
Smarty;XSLT;0.8518518518518519;
XSLT;Smarty;0.8518518518518519;
Raku;GDB;0.85;
GDB;Raku;0.85;
Yacc;Awk;0.8461538461538461;
VBScript;NASL;0.8461538461538461;
Awk;XSLT;0.8461538461538461;
SQLPL;Meson;0.8461538461538461;
Vim Script;TeX;0.8461538461538461;
F#;Erlang;0.8461538461538461;
SWIG;NASL;0.8461538461538461;
NASL;DIGITAL Command Language;0.8461538461538461;
XSLT;Awk;0.8461538461538461;
NASL;VBScript;0.8461538461538461;
Vim Script;Rust;0.8461538461538461;
PostScript;NASL;0.8461538461538461;
Groovy;M4;0.8387096774193549;
M4;PLpgSQL;0.8387096774193549;
Lua;M4;0.8387096774193549;
M4;Lua;0.8387096774193549;
M4;Groovy;0.8387096774193549;
PLpgSQL;M4;0.8387096774193549;
Awk;M4;0.8387096774193549;
M4;Awk;0.8387096774193549;
Lua;Roff;0.8333333333333334;
SWIG;M;0.8333333333333334;
Roff;XSLT;0.8333333333333334;
DIGITAL Command Language;GAP;0.8333333333333334;
Lua;Assembly;0.8333333333333334;
Gnuplot;SWIG;0.8333333333333334;
Groovy;Roff;0.8333333333333334;
G-code;AMPL;0.8333333333333334;
XS;SmPL;0.8333333333333334;
PostScript;DIGITAL Command Language;0.8333333333333334;
SWIG;Gnuplot;0.8333333333333334;
OpenSCAD;G-code;0.8333333333333334;
OpenSCAD;AMPL;0.8333333333333334;
DIGITAL Command Language;PostScript;0.8333333333333334;
PostScript;Gnuplot;0.8333333333333334;
M;SWIG;0.8333333333333334;
PostScript;Meson;0.8333333333333334;
SWIG;PostScript;0.8333333333333334;
Scala;Roff;0.8333333333333334;
PostScript;SWIG;0.8333333333333334;
Yacc;Lex;0.8333333333333334;
GAP;DIGITAL Command Language;0.8333333333333334;
M;Julia;0.8333333333333334;
DIGITAL Command Language;SWIG;0.8333333333333334;
SWIG;DIGITAL Command Language;0.8333333333333334;
G-code;OpenSCAD;0.8333333333333334;
DIGITAL Command Language;AppleScript;0.8333333333333334;
XSLT;Roff;0.8333333333333334;
Roff;Groovy;0.8333333333333334;
PLpgSQL;Roff;0.8333333333333334;
Roff;PLpgSQL;0.8333333333333334;
Awk;Roff;0.8333333333333334;
Assembly;Lua;0.8333333333333334;
Roff;Lua;0.8333333333333334;
Roff;Scala;0.8333333333333334;
Roff;Awk;0.8333333333333334;
NSIS;GDB;0.8333333333333334;
Pawn;DIGITAL Command Language;0.8333333333333334;
CMake;Assembly;0.8285714285714286;
Assembly;CMake;0.8285714285714286;
Smarty;Scala;0.8275862068965517;
Scala;Awk;0.8275862068965517;
GLSL;Scala;0.8275862068965517;
Scala;GLSL;0.8275862068965517;
Groovy;Smarty;0.8275862068965517;
Scala;XSLT;0.8275862068965517;
Smarty;Groovy;0.8275862068965517;
Awk;Scala;0.8275862068965517;
XSLT;Scala;0.8275862068965517;
Scala;Smarty;0.8275862068965517;
Yacc;Objective-C++;0.8260869565217391;
Makefile;Batchfile;0.825;
CMake;Batchfile;0.825;
Batchfile;Makefile;0.825;
Prolog;GDB;0.8235294117647058;
Prolog;Elixir;0.8235294117647058;
GLSL;Awk;0.8214285714285714;
XSLT;GLSL;0.8214285714285714;
Vim Script;Lua;0.8214285714285714;
Smarty;Lua;0.8214285714285714;
Perl;Awk;0.8214285714285714;
Perl;Lua;0.8214285714285714;
PLpgSQL;Perl;0.8214285714285714;
Awk;Perl;0.8214285714285714;
Awk;GLSL;0.8214285714285714;
PLpgSQL;GLSL;0.8214285714285714;
GLSL;XSLT;0.8214285714285714;
Perl;PLpgSQL;0.8214285714285714;
Lua;Smarty;0.8214285714285714;
GLSL;PLpgSQL;0.8214285714285714;
Lua;Perl;0.8214285714285714;
Lua;Vim Script;0.8214285714285714;
Pawn;Erlang;0.8181818181818182;
Gnuplot;Julia;0.8181818181818182;
AppleScript;Pawn;0.8181818181818182;
Gnuplot;Nix;0.8181818181818182;
OCaml;Pawn;0.8181818181818182;
Pawn;OCaml;0.8181818181818182;
Raku;Objective-C++;0.8181818181818182;
Julia;Erlang;0.8181818181818182;
sed;Objective-C++;0.8181818181818182;
Pawn;AppleScript;0.8181818181818182;
Erlang;Pawn;0.8181818181818182;
D;Erlang;0.8181818181818182;
Erlang;Nix;0.8181818181818182;
Tcl;Objective-C++;0.8181818181818182;
Nix;Gnuplot;0.8181818181818182;
Erlang;D;0.8181818181818182;
Makefile;Dockerfile;0.8181818181818182;
Julia;Gnuplot;0.8181818181818182;
Nix;Erlang;0.8181818181818182;
Julia;Elm;0.8181818181818182;
Objective-C++;sed;0.8181818181818182;
Makefile;C;0.8157894736842105;
Scheme;Prolog;0.8125;
Prolog;Svelte;0.8125;
Svelte;Fortran;0.8125;
Prolog;Clojure;0.8125;
Prolog;Scheme;0.8125;
Svelte;Prolog;0.8125;
C++;C;0.8108108108108109;
CMake;C;0.8108108108108109;
C;CMake;0.8108108108108109;
Smalltalk;Raku;0.8095238095238095;
TeX;XSLT;0.8076923076923077;
XSLT;TeX;0.8076923076923077;
Vim Script;Awk;0.8076923076923077;
Awk;Vim Script;0.8076923076923077;
Awk;Objective-C++;0.8076923076923077;
Vim Script;XSLT;0.8076923076923077;
TeX;R;0.8076923076923077;
Vim Script;Emacs Lisp;0.8076923076923077;
XSLT;Vim Script;0.8076923076923077;
XSLT;Rust;0.8076923076923077;
Objective-C++;Awk;0.8076923076923077;
Emacs Lisp;Vim Script;0.8076923076923077;
Rust;XSLT;0.8076923076923077;
M4;Vim Script;0.8064516129032258;
M4;XSLT;0.8064516129032258;
Smarty;M4;0.8064516129032258;
Vim Script;M4;0.8064516129032258;
M4;Smarty;0.8064516129032258;
XSLT;M4;0.8064516129032258;
OCaml;Scilab;0.8;
Assembly;Groovy;0.8;
Groovy;Assembly;0.8;
AppleScript;OCaml;0.8;
Smarty;Assembly;0.8;
Inno Setup;OCaml;0.8;
Inno Setup;AppleScript;0.8;
NSIS;Raku;0.8;
Smarty;Roff;0.8;
TeX;Rust;0.8;
OCaml;Inno Setup;0.8;
Vim Script;Roff;0.8;
AppleScript;D;0.8;
Assembly;PLpgSQL;0.8;
Assembly;Smarty;0.8;
OCaml;AppleScript;0.8;
Rust;TeX;0.8;
Scilab;D;0.8;
Scilab;OCaml;0.8;
Emacs Lisp;TeX;0.8;
PLpgSQL;Assembly;0.8;
Roff;Vim Script;0.8;
Roff;Smarty;0.8;
D;AppleScript;0.8;
Raku;NSIS;0.8;
Nim;Brainfuck;0.8;
TeX;Emacs Lisp;0.8;
SCSS;PHP;0.7978723404255319;
Groovy;Perl;0.7931034482758621;
Groovy;GLSL;0.7931034482758621;
Lua;Groovy;0.7931034482758621;
Scala;Perl;0.7931034482758621;
GLSL;Groovy;0.7931034482758621;
Groovy;Lua;0.7931034482758621;
Lua;Scala;0.7931034482758621;
Perl;Scala;0.7931034482758621;
Scala;Lua;0.7931034482758621;
Perl;Groovy;0.7931034482758621;
Lex;Tcl;0.7916666666666666;
Tcl;Lex;0.7916666666666666;
NSIS;sed;0.7894736842105263;
sed;Pascal;0.7894736842105263;
sed;NSIS;0.7894736842105263;
Common Lisp;Mathematica;0.7857142857142857;
PLpgSQL;Awk;0.7857142857142857;
F#;Common Lisp;0.7857142857142857;
Scheme;PostScript;0.7857142857142857;
Perl;Smarty;0.7857142857142857;
SQLPL;ANTLR;0.7857142857142857;
Scheme;NASL;0.7857142857142857;
NASL;Scheme;0.7857142857142857;
Mathematica;Common Lisp;0.7857142857142857;
Rust;PLpgSQL;0.7857142857142857;
Scheme;Mathematica;0.7857142857142857;
Scheme;Gnuplot;0.7857142857142857;
