period;language_1;language_2;proximity
1;AMPL;Pawn;0.7692307692307693
1;AMPL;Perl;0.0
1;AMPL;PostScript;0.625
1;AMPL;PowerShell;0.0
1;AMPL;Processing;0.5
1;AMPL;Prolog;0.5
1;AMPL;Pug;0.12195121951219512
1;AMPL;Puppet;0.6
1;AMPL;PureBasic;0.5555555555555556
1;AMPL;Python;0.0
1;AMPL;QML;0.5882352941176471
1;AMPL;QMake;0.29411764705882354
1;AMPL;R;0.0
1;AMPL;Raku;0.38461538461538464
1;AMPL;Rebol;0.42105263157894735
1;AMPL;RobotFramework;0.6
1;AMPL;Roff;0.0
1;AMPL;Ruby;0.0
1;AMPL;Rust;0.15
1;AMPL;SCSS;0.0
1;AMPL;SQLPL;0.47619047619047616
1;AMPL;SWIG;0.5882352941176471
1;AMPL;Sass;0.2702702702702703
1;AMPL;Scala;0.2564102564102564
1;AMPL;Scheme;0.5263157894736842
1;AMPL;Scilab;0.8333333333333334
1;AMPL;ShaderLab;0.11904761904761904
1;AMPL;Shell;0.0
1;AMPL;SmPL;0.625
1;AMPL;Smalltalk;0.3448275862068966
1;AMPL;Smarty;0.025
1;AMPL;Solidity;0.2857142857142857
1;AMPL;SourcePawn;0.75
1;AMPL;Standard ML;0.7692307692307693
1;AMPL;Starlark;0.05263157894736842
1;AMPL;Stata;0.7
1;AMPL;Stylus;0.43478260869565216
1;AMPL;Svelte;0.4
1;AMPL;Swift;0.0
1;AMPL;SystemVerilog;0.9
1;AMPL;TSQL;0.0
1;AMPL;Tcl;0.3333333333333333
1;AMPL;TeX;0.0
1;AMPL;Thrift;0.9
1;AMPL;Twig;0.3
1;AMPL;TypeScript;0.0
1;AMPL;UnrealScript;0.75
1;AMPL;VBA;0.6666666666666666
1;AMPL;VBScript;0.625
1;AMPL;VHDL;0.5714285714285714
1;AMPL;Verilog;0.5
1;AMPL;Vim Script;0.046511627906976744
1;AMPL;Vim Snippet;0.5882352941176471
1;AMPL;Visual Basic .NET;0.5882352941176471
1;AMPL;Vue;0.0
1;AMPL;XS;0.6666666666666666
1;AMPL;XSLT;0.14634146341463414
1;AMPL;Yacc;0.2631578947368421
1;AMPL;sed;0.37037037037037035
1;ANTLR;AIDL;0.5789473684210527
1;ANTLR;AMPL;0.5263157894736842
1;ANTLR;ASP.NET;0.15
1;ANTLR;ActionScript;0.5263157894736842
1;ANTLR;Ada;0.5263157894736842
1;ANTLR;Apex;0.3684210526315789
1;ANTLR;AppleScript;0.6842105263157895
1;ANTLR;Assembly;0.15555555555555556
1;ANTLR;AutoHotkey;0.6842105263157895
1;ANTLR;Awk;0.5428571428571428
1;ANTLR;Batchfile;0.03571428571428571
1;ANTLR;Bicep;0.21052631578947367
1;ANTLR;Blade;0.0
1;ANTLR;Brainfuck;0.3157894736842105
1;ANTLR;C;0.015625
1;ANTLR;C#;0.0
1;ANTLR;C++;0.014925373134328358
1;ANTLR;CMake;0.125
1;ANTLR;CSS;0.0
1;ANTLR;Clojure;0.68
1;ANTLR;CoffeeScript;0.5
1;ANTLR;Common Lisp;0.8421052631578947
1;ANTLR;Cuda;0.72
1;ANTLR;Cython;0.6551724137931034
1;ANTLR;D;0.6842105263157895
1;ANTLR;DIGITAL Command Language;0.6842105263157895
1;ANTLR;DTrace;0.5263157894736842
1;ANTLR;Dart;0.0392156862745098
1;ANTLR;Dockerfile;0.0
1;ANTLR;EJS;0.06521739130434782
1;ANTLR;Elixir;0.7894736842105263
1;ANTLR;Elm;0.42105263157894735
1;ANTLR;Emacs Lisp;0.5428571428571428
1;ANTLR;Erlang;0.7894736842105263
1;ANTLR;F#;0.6842105263157895
1;ANTLR;Forth;0.631578947368421
1;ANTLR;Fortran;0.6206896551724138
1;ANTLR;FreeMarker;0.85
1;ANTLR;G-code;0.3684210526315789
1;ANTLR;GAP;0.8421052631578947
1;ANTLR;GDB;0.75
1;ANTLR;GDScript;0.5789473684210527
1;ANTLR;GLSL;0.4146341463414634
1;ANTLR;Gherkin;0.39473684210526316
1;ANTLR;Gnuplot;0.7894736842105263
1;ANTLR;Go;0.04
1;ANTLR;Groovy;0.4634146341463415
1;ANTLR;HCL;0.43902439024390244
1;ANTLR;HLSL;0.3170731707317073
1;ANTLR;HTML;0.0
1;ANTLR;Hack;0.017857142857142856
1;ANTLR;Handlebars;0.20930232558139536
1;ANTLR;Haskell;0.59375
1;ANTLR;Inno Setup;0.7894736842105263
1;ANTLR;Java;0.0
1;ANTLR;JavaScript;0.0
1;ANTLR;Jinja;0.5
1;ANTLR;Julia;0.8421052631578947
1;ANTLR;Jupyter Notebook;0.03333333333333333
1;ANTLR;Kotlin;0.015625
1;ANTLR;LLVM;0.5263157894736842
1;ANTLR;Less;0.037037037037037035
1;ANTLR;Lex;0.5757575757575758
1;ANTLR;Liquid;0.47368421052631576
1;ANTLR;Logos;0.47368421052631576
1;ANTLR;Lua;0.225
1;ANTLR;M;0.8421052631578947
1;ANTLR;M4;0.475
1;ANTLR;MATLAB;0.32432432432432434
1;ANTLR;Makefile;0.03278688524590164
1;ANTLR;Mako;0.5925925925925926
1;ANTLR;Mathematica;0.8
1;ANTLR;Meson;0.85
1;ANTLR;Mustache;0.4634146341463415
1;ANTLR;NASL;0.8095238095238095
1;ANTLR;NSIS;0.782608695652174
1;ANTLR;Nim;0.3684210526315789
1;ANTLR;Nix;0.76
1;ANTLR;Nunjucks;0.7368421052631579
1;ANTLR;OCaml;0.6842105263157895
1;ANTLR;Objective-C;0.015151515151515152
1;ANTLR;Objective-C++;0.5428571428571428
1;ANTLR;OpenEdge ABL;0.42105263157894735
1;ANTLR;OpenSCAD;0.3684210526315789
1;ANTLR;PHP;0.0
1;ANTLR;PLSQL;0.68
1;ANTLR;PLpgSQL;0.475
1;ANTLR;POV-Ray SDL;0.42105263157894735
1;ANTLR;Pascal;0.6206896551724138
1;ANTLR;Pawn;0.6842105263157895
1;ANTLR;Perl;0.2
1;ANTLR;PostScript;0.8421052631578947
1;ANTLR;PowerShell;0.03773584905660377
1;ANTLR;Processing;0.7
1;ANTLR;Prolog;0.8
1;ANTLR;Pug;0.3170731707317073
1;ANTLR;Puppet;0.3684210526315789
1;ANTLR;PureBasic;0.7368421052631579
1;ANTLR;Python;0.0
1;ANTLR;QML;0.7894736842105263
1;ANTLR;QMake;0.5294117647058824
1;ANTLR;R;0.17777777777777778
1;ANTLR;Raku;0.6923076923076923
1;ANTLR;Rebol;0.6842105263157895
1;ANTLR;RobotFramework;0.3157894736842105
1;ANTLR;Roff;0.20454545454545456
1;ANTLR;Ruby;0.0
1;ANTLR;Rust;0.375
1;ANTLR;SCSS;0.0
1;ANTLR;SQLPL;0.7619047619047619
1;ANTLR;SWIG;0.8421052631578947
1;ANTLR;Sass;0.5135135135135135
1;ANTLR;Scala;0.48717948717948717
1;ANTLR;Scheme;0.8947368421052632
1;ANTLR;Scilab;0.631578947368421
1;ANTLR;ShaderLab;0.3333333333333333
1;ANTLR;Shell;0.0
1;ANTLR;SmPL;0.6842105263157895
1;ANTLR;Smalltalk;0.6206896551724138
1;ANTLR;Smarty;0.25
1;ANTLR;Solidity;0.5142857142857142
1;ANTLR;SourcePawn;0.631578947368421
1;ANTLR;Standard ML;0.631578947368421
1;ANTLR;Starlark;0.2894736842105263
1;ANTLR;Stata;0.3684210526315789
1;ANTLR;Stylus;0.6956521739130435
1;ANTLR;Svelte;0.68
1;ANTLR;Swift;0.03225806451612903
1;ANTLR;SystemVerilog;0.47368421052631576
1;ANTLR;TSQL;0.0196078431372549
1;ANTLR;Tcl;0.6333333333333333
1;ANTLR;TeX;0.21951219512195122
1;ANTLR;Thrift;0.5263157894736842
1;ANTLR;Twig;0.5333333333333333
1;ANTLR;TypeScript;0.0
1;ANTLR;UnrealScript;0.5263157894736842
1;ANTLR;VBA;0.6842105263157895
1;ANTLR;VBScript;0.7894736842105263
1;ANTLR;VHDL;0.631578947368421
1;ANTLR;Verilog;0.8
1;ANTLR;Vim Script;0.2558139534883721
1;ANTLR;Vim Snippet;0.7894736842105263
1;ANTLR;Visual Basic .NET;0.7368421052631579
1;ANTLR;Vue;0.0
1;ANTLR;XS;0.631578947368421
1;ANTLR;XSLT;0.36585365853658536
1;ANTLR;Yacc;0.5
1;ANTLR;sed;0.7037037037037037
1;ASP.NET;AIDL;0.1
1;ASP.NET;AMPL;0.05
1;ASP.NET;ANTLR;0.15
1;ASP.NET;ActionScript;0.075
1;ASP.NET;Ada;0.05
1;ASP.NET;Apex;0.1
1;ASP.NET;AppleScript;0.075
1;ASP.NET;Assembly;0.6444444444444445
1;ASP.NET;AutoHotkey;0.1
1;ASP.NET;Awk;0.375
1;ASP.NET;Batchfile;0.5
1;ASP.NET;Bicep;0.05
1;ASP.NET;Blade;0.4482758620689655
1;ASP.NET;Brainfuck;0.075
1;ASP.NET;C;0.421875
1;ASP.NET;C#;0.3939393939393939
1;ASP.NET;C++;0.417910447761194
1;ASP.NET;CMake;0.6041666666666666
1;ASP.NET;CSS;0.18095238095238095
1;ASP.NET;Clojure;0.275
1;ASP.NET;CoffeeScript;0.575
1;ASP.NET;Common Lisp;0.175
1;ASP.NET;Cuda;0.3
1;ASP.NET;Cython;0.35
1;ASP.NET;D;0.125
1;ASP.NET;DIGITAL Command Language;0.075
1;ASP.NET;DTrace;0.025
1;ASP.NET;Dart;0.5098039215686274
1;ASP.NET;Dockerfile;0.3472222222222222
1;ASP.NET;EJS;0.6086956521739131
1;ASP.NET;Elixir;0.175
1;ASP.NET;Elm;0.05
1;ASP.NET;Emacs Lisp;0.35
1;ASP.NET;Erlang;0.15
1;ASP.NET;F#;0.175
1;ASP.NET;Forth;0.075
1;ASP.NET;Fortran;0.325
1;ASP.NET;FreeMarker;0.2
1;ASP.NET;G-code;0.025
1;ASP.NET;GAP;0.175
1;ASP.NET;GDB;0.275
1;ASP.NET;GDScript;0.175
1;ASP.NET;GLSL;0.4878048780487805
1;ASP.NET;Gherkin;0.525
1;ASP.NET;Gnuplot;0.1
1;ASP.NET;Go;0.56
1;ASP.NET;Groovy;0.4634146341463415
1;ASP.NET;HCL;0.5121951219512195
1;ASP.NET;HLSL;0.5609756097560976
1;ASP.NET;HTML;0.16666666666666666
1;ASP.NET;Hack;0.5
1;ASP.NET;Handlebars;0.6511627906976745
1;ASP.NET;Haskell;0.325
1;ASP.NET;Inno Setup;0.15
1;ASP.NET;Java;0.26506024096385544
1;ASP.NET;JavaScript;0.18095238095238095
1;ASP.NET;Jinja;0.45
1;ASP.NET;Julia;0.15
1;ASP.NET;Jupyter Notebook;0.4666666666666667
1;ASP.NET;Kotlin;0.421875
1;ASP.NET;LLVM;0.025
1;ASP.NET;Less;0.5555555555555556
1;ASP.NET;Lex;0.4
1;ASP.NET;Liquid;0.075
1;ASP.NET;Logos;0.025
1;ASP.NET;Lua;0.575
1;ASP.NET;M;0.125
1;ASP.NET;M4;0.45
1;ASP.NET;MATLAB;0.525
1;ASP.NET;Makefile;0.4426229508196721
1;ASP.NET;Mako;0.3
1;ASP.NET;Mathematica;0.225
1;ASP.NET;Meson;0.175
1;ASP.NET;Mustache;0.4634146341463415
1;ASP.NET;NASL;0.225
1;ASP.NET;NSIS;0.225
1;ASP.NET;Nim;0.075
1;ASP.NET;Nix;0.2
1;ASP.NET;Nunjucks;0.1
1;ASP.NET;OCaml;0.1
1;ASP.NET;Objective-C;0.4090909090909091
1;ASP.NET;Objective-C++;0.4
1;ASP.NET;OpenEdge ABL;0.05
1;ASP.NET;OpenSCAD;0.0
1;ASP.NET;PHP;0.2682926829268293
1;ASP.NET;PLSQL;0.25
1;ASP.NET;PLpgSQL;0.475
1;ASP.NET;POV-Ray SDL;0.025
1;ASP.NET;Pascal;0.35
1;ASP.NET;Pawn;0.075
1;ASP.NET;Perl;0.6444444444444445
1;ASP.NET;PostScript;0.1
1;ASP.NET;PowerShell;0.5660377358490566
1;ASP.NET;Processing;0.25
1;ASP.NET;Prolog;0.2
1;ASP.NET;Pug;0.6585365853658537
1;ASP.NET;Puppet;0.075
1;ASP.NET;PureBasic;0.2
1;ASP.NET;Python;0.22727272727272727
1;ASP.NET;QML;0.15
1;ASP.NET;QMake;0.375
1;ASP.NET;R;0.6222222222222222
1;ASP.NET;Raku;0.25
1;ASP.NET;Rebol;0.275
1;ASP.NET;RobotFramework;0.075
1;ASP.NET;Roff;0.6590909090909091
1;ASP.NET;Ruby;0.28205128205128205
1;ASP.NET;Rust;0.525
1;ASP.NET;SCSS;0.275
1;ASP.NET;SQLPL;0.2
1;ASP.NET;SWIG;0.125
1;ASP.NET;Sass;0.525
1;ASP.NET;Scala;0.425
1;ASP.NET;Scheme;0.15
1;ASP.NET;Scilab;0.05
1;ASP.NET;ShaderLab;0.5714285714285714
1;ASP.NET;Shell;0.20430107526881722
1;ASP.NET;SmPL;0.15
1;ASP.NET;Smalltalk;0.375
1;ASP.NET;Smarty;0.625
1;ASP.NET;Solidity;0.525
1;ASP.NET;SourcePawn;0.05
1;ASP.NET;Standard ML;0.075
1;ASP.NET;Starlark;0.65
1;ASP.NET;Stata;0.025
1;ASP.NET;Stylus;0.325
1;ASP.NET;Svelte;0.275
1;ASP.NET;Swift;0.43548387096774194
1;ASP.NET;SystemVerilog;0.025
1;ASP.NET;TSQL;0.5490196078431373
1;ASP.NET;Tcl;0.35
1;ASP.NET;TeX;0.6097560975609756
1;ASP.NET;Thrift;0.025
1;ASP.NET;Twig;0.35
1;ASP.NET;TypeScript;0.3013698630136986
1;ASP.NET;UnrealScript;0.1
1;ASP.NET;VBA;0.15
1;ASP.NET;VBScript;0.15
1;ASP.NET;VHDL;0.125
1;ASP.NET;Verilog;0.225
1;ASP.NET;Vim Script;0.6511627906976745
1;ASP.NET;Vim Snippet;0.175
1;ASP.NET;Visual Basic .NET;0.175
1;ASP.NET;Vue;0.4262295081967213
1;ASP.NET;XS;0.125
1;ASP.NET;XSLT;0.5121951219512195
1;ASP.NET;Yacc;0.425
1;ASP.NET;sed;0.275
1;ActionScript;AIDL;0.8461538461538461
1;ActionScript;AMPL;0.9090909090909091
1;ActionScript;ANTLR;0.5263157894736842
1;ActionScript;ASP.NET;0.075
1;ActionScript;Ada;0.7272727272727273
1;ActionScript;Apex;0.6363636363636364
1;ActionScript;AppleScript;0.7692307692307693
1;ActionScript;Assembly;0.022222222222222223
1;ActionScript;AutoHotkey;0.7142857142857143
1;ActionScript;Awk;0.3142857142857143
1;ActionScript;Batchfile;0.0
1;ActionScript;Bicep;0.2727272727272727
1;ActionScript;Blade;0.017241379310344827
1;ActionScript;Brainfuck;0.6363636363636364
1;ActionScript;C;0.0
1;ActionScript;C#;0.0
1;ActionScript;C++;0.0
1;ActionScript;CMake;0.0
1;ActionScript;CSS;0.0
1;ActionScript;Clojure;0.44
1;ActionScript;CoffeeScript;0.3055555555555556
1;ActionScript;Common Lisp;0.5555555555555556
1;ActionScript;Cuda;0.4
1;ActionScript;Cython;0.3793103448275862
1;ActionScript;D;0.7142857142857143
1;ActionScript;DIGITAL Command Language;0.6923076923076923
1;ActionScript;DTrace;0.8181818181818182
1;ActionScript;Dart;0.0196078431372549
1;ActionScript;Dockerfile;0.0
1;ActionScript;EJS;0.021739130434782608
1;ActionScript;Elixir;0.5555555555555556
1;ActionScript;Elm;0.6363636363636364
1;ActionScript;Emacs Lisp;0.2857142857142857
1;ActionScript;Erlang;0.625
1;ActionScript;F#;0.6875
1;ActionScript;Forth;0.8461538461538461
1;ActionScript;Fortran;0.3448275862068966
1;ActionScript;FreeMarker;0.5
1;ActionScript;G-code;0.5454545454545454
1;ActionScript;GAP;0.5555555555555556
1;ActionScript;GDB;0.4583333333333333
1;ActionScript;GDScript;0.6153846153846154
1;ActionScript;GLSL;0.21951219512195122
1;ActionScript;Gherkin;0.18421052631578946
1;ActionScript;Gnuplot;0.6666666666666666
1;ActionScript;Go;0.02
1;ActionScript;Groovy;0.2682926829268293
1;ActionScript;HCL;0.24390243902439024
1;ActionScript;HLSL;0.12195121951219512
1;ActionScript;HTML;0.0
1;ActionScript;Hack;0.017857142857142856
1;ActionScript;Handlebars;0.046511627906976744
1;ActionScript;Haskell;0.3125
1;ActionScript;Inno Setup;0.625
1;ActionScript;Java;0.0
1;ActionScript;JavaScript;0.0
1;ActionScript;Jinja;0.2894736842105263
1;ActionScript;Julia;0.5263157894736842
1;ActionScript;Jupyter Notebook;0.0
1;ActionScript;Kotlin;0.015625
1;ActionScript;LLVM;0.8181818181818182
1;ActionScript;Less;0.018518518518518517
1;ActionScript;Lex;0.3333333333333333
1;ActionScript;Liquid;0.7272727272727273
1;ActionScript;Logos;0.8181818181818182
1;ActionScript;Lua;0.025
1;ActionScript;M;0.5882352941176471
1;ActionScript;M4;0.275
1;ActionScript;MATLAB;0.10810810810810811
1;ActionScript;Makefile;0.0
1;ActionScript;Mako;0.4074074074074074
1;ActionScript;Mathematica;0.5
1;ActionScript;Meson;0.5
1;ActionScript;Mustache;0.2682926829268293
1;ActionScript;NASL;0.47619047619047616
1;ActionScript;NSIS;0.43478260869565216
1;ActionScript;Nim;0.7272727272727273
1;ActionScript;Nix;0.4
1;ActionScript;Nunjucks;0.6666666666666666
1;ActionScript;OCaml;0.7857142857142857
1;ActionScript;Objective-C;0.0
1;ActionScript;Objective-C++;0.3142857142857143
1;ActionScript;OpenEdge ABL;0.7272727272727273
1;ActionScript;OpenSCAD;0.5454545454545454
1;ActionScript;PHP;0.0
1;ActionScript;PLSQL;0.4
1;ActionScript;PLpgSQL;0.275
1;ActionScript;POV-Ray SDL;0.6363636363636364
1;ActionScript;Pascal;0.3793103448275862
1;ActionScript;Pawn;0.7692307692307693
1;ActionScript;Perl;0.022222222222222223
1;ActionScript;PostScript;0.625
1;ActionScript;PowerShell;0.018867924528301886
1;ActionScript;Processing;0.5
1;ActionScript;Prolog;0.5
1;ActionScript;Pug;0.14634146341463414
1;ActionScript;Puppet;0.5454545454545454
1;ActionScript;PureBasic;0.5555555555555556
1;ActionScript;Python;0.0
1;ActionScript;QML;0.5882352941176471
1;ActionScript;QMake;0.29411764705882354
1;ActionScript;R;0.022222222222222223
1;ActionScript;Raku;0.4230769230769231
1;ActionScript;Rebol;0.42105263157894735
1;ActionScript;RobotFramework;0.5454545454545454
1;ActionScript;Roff;0.022727272727272728
1;ActionScript;Ruby;0.0
1;ActionScript;Rust;0.175
1;ActionScript;SCSS;0.0
1;ActionScript;SQLPL;0.47619047619047616
1;ActionScript;SWIG;0.5882352941176471
1;ActionScript;Sass;0.2972972972972973
1;ActionScript;Scala;0.2564102564102564
1;ActionScript;Scheme;0.5263157894736842
1;ActionScript;Scilab;0.8333333333333334
1;ActionScript;ShaderLab;0.14285714285714285
1;ActionScript;Shell;0.0
1;ActionScript;SmPL;0.6875
